kepoi_name,kepler_name,change,koi_period,koi_prad,koi_insol,koi_steff,koi_tce_delivname,p_planet_2020
K02299.01,Kepler-1819 b,CANDIDATE → CONFIRMED,16.48686712,27.45,78.99,6090.0,q1_q17_dr25_tce,0.9214451166836013
K02305.01,Kepler-1820 b,CANDIDATE → CONFIRMED,31.0325991,2.64,23.41,5841.0,q1_q17_dr25_tce,0.8998755723703648
K02307.01,,CANDIDATE → FALSE POSITIVE,4.150297119,3.03,218.44,5290.0,q1_q17_dr25_tce,0.9621801170274282
K00221.02,Kepler-495 c,CANDIDATE → CONFIRMED,5.89661966,1.28,237.1,5392.0,q1_q17_dr25_tce,0.9787375189263208
K02076.01,Kepler-1085 c,CANDIDATE → CONFIRMED,56.7769831,3.21,13.74,6063.0,q1_q17_dr25_tce,0.9802964759490217
K02150.01,Kepler-1979 b,CANDIDATE → CONFIRMED,18.5084526,29.33,51.32,5942.0,q1_q17_dr25_tce,0.13882049224313414
K02310.01,Kepler-1821 b,CANDIDATE → CONFIRMED,16.4581861,1.82,40.61,5475.0,q1_q17_dr25_tce,0.9842889175939604
K02082.01,Kepler-1790 b,CANDIDATE → CONFIRMED,31.5888979,2.59,51.02,5866.0,q1_q17_dr25_tce,0.9865550190485626
K02154.01,Kepler-1799 b,CANDIDATE → CONFIRMED,11.92979348,2.43,83.04,5831.0,q1_q17_dr25_tce,0.9699254116452161
K02229.01,Kepler-1682 b,CANDIDATE → CONFIRMED,14.83340944,2.54,54.74,5570.0,q1_q17_dr25_tce,0.9692269727290843
K02232.01,Kepler-1810 b,CANDIDATE → CONFIRMED,101.1323475,3.87,4.91,5492.0,q1_q17_dr25_tce,0.9833151963859383
K02315.01,Kepler-1822 b,CANDIDATE → CONFIRMED,22.1334224,1.76,15.65,5165.0,q1_q17_dr25_tce,0.949527538145077
K02083.01,Kepler-1791 b,CANDIDATE → CONFIRMED,7.72085047,2.53,257.14,5887.0,q1_q17_dr25_tce,0.9516095292569833
K02084.01,Kepler-1792 b,CANDIDATE → CONFIRMED,4.19577385,3.02,283.78,5229.0,q1_q17_dr25_tce,0.9669669777019292
K02158.01,Kepler-1800 b,CANDIDATE → CONFIRMED,4.5620407,2.82,1306.97,5343.0,q1_q17_dr25_tce,0.8566427807458801
K02237.01,Kepler-1811 b,CANDIDATE → CONFIRMED,76.421501,2.81,10.11,5561.0,q1_q17_dr25_tce,0.9884386218090278
K02319.01,Kepler-1823 b,CANDIDATE → CONFIRMED,21.1033014,1.56,62.99,6000.0,q1_q17_dr25_tce,0.9587012092487426
K02321.01,Kepler-1824 b,CANDIDATE → CONFIRMED,95.6114617,2.37,7.45,6002.0,q1_q17_dr25_tce,0.9757623836003335
K02091.01,Kepler-1793 b,CANDIDATE → CONFIRMED,8.77997349,2.12,61.24,5191.0,q1_q17_dr25_tce,0.9616025039772983
K02325.01,Kepler-1825 b,CANDIDATE → CONFIRMED,1.025857984,1.57,1264.7,5123.0,q1_q17_dr25_tce,0.5155766850628938
K02329.01,Kepler-1826 b,CANDIDATE → CONFIRMED,1.615357809,1.37,99.32,3821.0,q1_q17_dr25_tce,0.9736910172516502
K02094.01,Kepler-1090 c,CANDIDATE → CONFIRMED,42.4269647,3.44,14.33,5330.0,q1_q17_dr25_tce,0.9389697028573075
K02169.02,Kepler-1130 c,CANDIDATE → CONFIRMED,3.26662733,0.68,312.85,5450.0,q1_q17_dr25_tce,0.7051279454977653
K02248.01,Kepler-1813 b,CANDIDATE → CONFIRMED,2.81814715,1.3,298.2,5167.0,q1_q17_dr25_tce,0.8645226080708688
K02332.01,Kepler-1827 b,CANDIDATE → CONFIRMED,3.70063251,1.24,737.02,5423.0,q1_q17_dr25_tce,0.8974920959374321
K02096.01,Kepler-1794 b,CANDIDATE → CONFIRMED,9.76293284,1.94,57.59,5052.0,q1_q17_dr25_tce,0.9726023900539014
K02169.03,Kepler-1130 d,CANDIDATE → CONFIRMED,4.27226421,0.64,218.63,5450.0,q1_q17_dr25_tce,0.8517303384268753
K02172.01,Kepler-1801 b,CANDIDATE → CONFIRMED,10.44087398,3.41,111.52,5738.0,q1_q17_dr25_tce,0.9758013826886198
K00253.02,Kepler-2000 c,CANDIDATE → CONFIRMED,20.6180348,1.57,3.92,3757.0,q1_q17_dr25_tce,0.8633340598785695
K02636.01,Kepler-1864 b,CANDIDATE → CONFIRMED,3.88148385,0.59,423.0,5854.0,q1_q17_dr25_tce,0.9511574999313319
K02410.01,,CANDIDATE → FALSE POSITIVE,186.65435483,,,,,0.4227080598396252
K02410.02,,CANDIDATE → FALSE POSITIVE,86.59322294,,,,,0.38692258097928645
K02411.01,Kepler-1835 b,CANDIDATE → CONFIRMED,11.96407399,3.21,100.96,5903.0,q1_q17_dr25_tce,0.9797807437510435
K02559.01,Kepler-1686 b,CANDIDATE → CONFIRMED,9.30991834,1.21,164.38,5806.0,q1_q17_dr25_tce,0.9094374042818167
K02638.01,Kepler-1865 b,CANDIDATE → CONFIRMED,2.524017517,1.5,495.14,5420.0,q1_q17_dr25_tce,0.9319290267478828
K02415.01,Kepler-1836 b,CANDIDATE → CONFIRMED,5.25419589,2.12,338.15,6123.0,q1_q17_dr25_tce,0.9180452515736406
K02416.01,Kepler-1837 b,CANDIDATE → CONFIRMED,5.90608902,1.77,247.83,5966.0,q1_q17_dr25_tce,0.8788212298895131
K00247.01,Kepler-1712 b,CANDIDATE → CONFIRMED,13.81504449,1.91,5.52,3732.0,q1_q17_dr25_tce,0.9916841115508761
K02489.01,Kepler-1844 b,CANDIDATE → CONFIRMED,3.92453009,1.82,314.25,5776.0,q1_q17_dr25_tce,0.682301206167273
K02490.01,Kepler-1845 b,CANDIDATE → CONFIRMED,11.60653061,1.88,27.47,4703.0,q1_q17_dr25_tce,0.9278165004211897
K02417.01,Kepler-1684 b,CANDIDATE → CONFIRMED,47.7052566,2.89,3.42,4551.0,q1_q17_dr25_tce,0.9757767356622289
K02573.01,,CANDIDATE → FALSE POSITIVE,1.347512632,23.45,775.18,5316.0,q1_q17_dr25_tce,0.08568498012560159
K02503.01,Kepler-1846 b,CANDIDATE → CONFIRMED,14.8200596,0.96,21.92,4825.0,q1_q17_dr25_tce,0.9631089338234248
K02504.01,Kepler-1685 b,CANDIDATE → CONFIRMED,20.49041,2.34,36.01,5681.0,q1_q17_dr25_tce,0.9808068563002277
K02507.01,Kepler-1847 b,CANDIDATE → CONFIRMED,11.1296971,1.93,119.44,6122.0,q1_q17_dr25_tce,0.8820953381475776
K02579.01,Kepler-1859 b,CANDIDATE → CONFIRMED,2.7296036,1.53,1056.15,5887.0,q1_q17_dr25_tce,0.8045923982052536
K02581.01,Kepler-1860 b,CANDIDATE → CONFIRMED,12.7372371,0.87,55.82,5420.0,q1_q17_dr25_tce,0.9459101951058587
K02582.01,Kepler-1861 b,CANDIDATE → CONFIRMED,40.0306267,2.01,34.19,5855.0,q1_q17_dr25_tce,0.9820280894435329
K02671.01,,FALSE POSITIVE → CANDIDATE,21.47642727,59.5,43.52,5780.0,q1_q17_dr25_tce,0.0022791532096405774
K02508.01,,FALSE POSITIVE → CANDIDATE,7.10397925,1.51,105.84,5488.0,q1_q17_dr25_tce,0.9391843069127008
K02583.01,Kepler-1998 b,CANDIDATE → CONFIRMED,3.03267135,0.6,468.31,5640.0,q1_q17_dr25_tce,0.908077718319141
K02588.01,Kepler-1687 b,CANDIDATE → CONFIRMED,5.77957133,1.5,30.22,4102.0,q1_q17_dr25_tce,0.943528441564679
K02658.01,Kepler-1866 b,CANDIDATE → CONFIRMED,11.6601667,2.08,114.36,5791.0,q1_q17_dr25_tce,0.8728292855470057
K02435.01,,CANDIDATE → FALSE POSITIVE,6.80243431,2.6,151.72,5836.0,q1_q17_dr25_tce,0.6330379729803579
K02513.01,Kepler-2002 b,CANDIDATE → CONFIRMED,19.0054098,28.47,78.19,6347.0,q1_q17_dr25_tce,0.48742819101963436
K00004.01,Kepler-1658 b,CANDIDATE → CONFIRMED,3.849371737,12.94,4055.29,6244.0,q1_q17_dr25_tce,0.18233260212281135
K02674.01,Kepler-1311 d,CANDIDATE → CONFIRMED,197.5111484,9.52,5.54,5616.0,q1_q17_dr25_tce,0.9106828430087324
K02521.02,Kepler-1266 c,CANDIDATE → CONFIRMED,4.86634094,1.94,142.39,4996.0,q1_q17_dr25_tce,0.9780756280279851
K02522.01,Kepler-1848 b,CANDIDATE → CONFIRMED,5.60402307,1.25,84.65,4847.0,q1_q17_dr25_tce,0.9382677424945762
K02525.01,Kepler-1849 b,CANDIDATE → CONFIRMED,57.2932309,1.95,3.76,4806.0,q1_q17_dr25_tce,0.9339293358175783
K02527.01,Kepler-1850 b,CANDIDATE → CONFIRMED,1.385787741,0.55,245.15,4239.0,q1_q17_dr25_tce,0.6560109276614069
K02528.01,Kepler-1851 b,CANDIDATE → CONFIRMED,12.02295362,3.28,85.78,5982.0,q1_q17_dr25_tce,0.9687935246537951
K02532.01,Kepler-1852 b,CANDIDATE → CONFIRMED,7.9709719,2.27,79.1,5237.0,q1_q17_dr25_tce,0.9488574870438764
K02384.01,,FALSE POSITIVE → CANDIDATE,62.6825769,39.8,166.36,7058.0,q1_q17_dr25_tce,0.20800559543236682
K02462.01,Kepler-1838 b,CANDIDATE → CONFIRMED,12.14684625,1.75,342.49,5877.0,q1_q17_dr25_tce,0.9192356574700027
K02535.01,Kepler-1853 b,CANDIDATE → CONFIRMED,48.8882668,2.96,5.23,4821.0,q1_q17_dr25_tce,0.9068009333518322
K02538.01,Kepler-1854 b,CANDIDATE → CONFIRMED,39.8312536,1.46,7.33,5026.0,q1_q17_dr25_tce,0.947338067064791
K00252.01,Kepler-1663 b,CANDIDATE → CONFIRMED,17.60461401,2.64,4.07,3744.0,q1_q17_dr25_tce,0.9483911871337635
K00242.01,Kepler-503 b,CONFIRMED → FALSE POSITIVE,7.258450123,5.53,141.3,5638.0,q1_q17_dr25_tce,0.9688396046866748
K02542.01,Kepler-1855 b,CANDIDATE → CONFIRMED,0.727331746,0.67,122.92,3460.0,q1_q17_dr25_tce,0.9107841120883708
K02543.01,Kepler-1856 b,CANDIDATE → CONFIRMED,1.302017467,1.37,772.73,4948.0,q1_q17_dr25_tce,0.8639497651350054
K02620.01,Kepler-1862 b,CANDIDATE → CONFIRMED,16.0573291,2.27,41.04,5644.0,q1_q17_dr25_tce,0.9124355995493107
K02393.01,Kepler-1834 b,CANDIDATE → CONFIRMED,4.60300256,1.32,122.02,4821.0,q1_q17_dr25_tce,0.9672037048504875
K02398.01,,CANDIDATE → FALSE POSITIVE,1.169010526,91.91,47688.8,5944.0,q1_q17_dr25_tce,0.2512806791799556
K02467.01,Kepler-1839 b,CANDIDATE → CONFIRMED,5.05661302,1.15,286.32,5926.0,q1_q17_dr25_tce,0.8036988038645454
K02469.01,Kepler-1840 b,CANDIDATE → CONFIRMED,131.187921,2.34,1.54,4898.0,q1_q17_dr25_tce,0.982402455357352
K02471.01,Kepler-1841 b,CANDIDATE → CONFIRMED,25.8859397,1.66,20.35,5190.0,q1_q17_dr25_tce,0.9470085583188768
K02547.01,Kepler-1857 b,CANDIDATE → CONFIRMED,8.94337724,1.48,188.93,6074.0,q1_q17_dr25_tce,0.9102843664139049
K00253.01,Kepler-2000 b,CANDIDATE → CONFIRMED,6.383159135,2.73,18.73,3757.0,q1_q17_dr25_tce,0.9610112487324287
K02626.01,Kepler-1652 b,CANDIDATE → CONFIRMED,38.0970717,1.58,0.81,3554.0,q1_q17_dr25_tce,0.9184003288311573
K02553.01,Kepler-1858 b,CANDIDATE → CONFIRMED,88.0712769,2.4,2.79,4939.0,q1_q17_dr25_tce,0.9688139083753144
K02631.01,Kepler-1863 b,CANDIDATE → CONFIRMED,44.9977604,1.59,15.74,5871.0,q1_q17_dr25_tce,0.8782133169397043
K02477.01,Kepler-1842 b,CANDIDATE → CONFIRMED,14.02634692,2.66,108.07,5970.0,q1_q17_dr25_tce,0.9794555863885053
K02479.01,Kepler-1843 b,CANDIDATE → CONFIRMED,25.5433704,2.11,84.0,5422.0,q1_q17_dr25_tce,0.967736141133255
K02481.01,,CANDIDATE → FALSE POSITIVE,33.8542586,15.96,730.99,4553.0,,0.4110804882566554
K02841.01,Kepler-1881 b,CANDIDATE → CONFIRMED,159.388788,2.73,1.65,5135.0,q1_q17_dr25_tce,0.9607854806984586
K02919.01,Kepler-1885 b,CANDIDATE → CONFIRMED,2.522590567,25.82,499.07,5591.0,q1_q17_dr25_tce,0.4978746302439915
K02848.01,Kepler-1882 b,CANDIDATE → CONFIRMED,13.7872627,1.55,150.64,5691.0,q1_q17_dr25_tce,0.9807708129167424
K02849.01,Kepler-1692 b,CANDIDATE → CONFIRMED,5.95958637,1.02,153.48,5452.0,q1_q17_dr25_tce,0.8187939519307508
K02851.01,Kepler-1985 b,CANDIDATE → CONFIRMED,3.42064689,2.27,382.68,5370.0,q1_q17_dr25_tce,0.9418431049342402
K00272.01,,FALSE POSITIVE → CANDIDATE,1.28132831,4.52,5673.71,5918.0,q1_q17_dr25_tce,0.4264143282755363
K02933.01,,FALSE POSITIVE → CANDIDATE,119.0833042,22.19,0.78,4412.0,q1_q17_dr25_tce,0.14805021042280883
K02779.01,Kepler-1875 b,CANDIDATE → CONFIRMED,34.4585495,1.88,23.05,6161.0,q1_q17_dr25_tce,0.9335931277130883
K02948.01,Kepler-1888 b,CANDIDATE → CONFIRMED,11.39169531,1.02,145.67,5557.0,q1_q17_dr25_tce,0.9576198793757666
K02715.03,Kepler-1321 d,CANDIDATE → CONFIRMED,5.72084599,1.78,15.84,3640.0,q1_q17_dr25_tce,0.9769307496343514
K02942.02,Kepler-1886 b,CANDIDATE → CONFIRMED,24.2758992,2.25,26.68,5745.0,q1_q17_dr25_tce,0.8658106825866375
K02945.01,Kepler-1887 b,CANDIDATE → CONFIRMED,19.94752741,2.52,36.14,5749.0,q1_q17_dr25_tce,0.9595614012056566
K00269.01,Kepler-1713 b,CANDIDATE → CONFIRMED,18.01164974,1.83,155.37,6477.0,q1_q17_dr25_tce,0.8238552703422246
K02801.01,Kepler-1876 b,CANDIDATE → CONFIRMED,6.99205021,1.06,479.87,6057.0,q1_q17_dr25_tce,0.9308270946464904
K02871.01,Kepler-1693 b,CANDIDATE → CONFIRMED,12.0999065,1.39,100.37,5553.0,q1_q17_dr25_tce,0.9716259338200277
K02871.02,Kepler-1693 c,CANDIDATE → CONFIRMED,5.36375016,1.15,296.73,5553.0,q1_q17_dr25_tce,0.9632437463664059
K02876.01,,FALSE POSITIVE → CANDIDATE,5.1952021,1.37,115.35,5044.0,q1_q17_dr25_tce,0.908955087745265
K02723.01,Kepler-1871 b,CANDIDATE → CONFIRMED,1.952711161,2.58,917.15,5741.0,q1_q17_dr25_tce,0.7615615666776503
K02803.01,Kepler-1877 b,CANDIDATE → CONFIRMED,2.37752442,0.53,632.62,5615.0,q1_q17_dr25_tce,0.7665686665626548
K02878.01,Kepler-1694 b,CANDIDATE → CONFIRMED,3.89524296,1.13,197.66,5018.0,q1_q17_dr25_tce,0.9286827429175295
K02882.01,,FALSE POSITIVE → CANDIDATE,75.8580035,2.72,1.47,4474.0,q1_q17_dr25_tce,0.9529630470901361
K02967.01,Kepler-1889 b,CANDIDATE → CONFIRMED,37.3033197,2.31,14.0,5646.0,q1_q17_dr25_tce,0.9507256039805612
K02811.01,,CANDIDATE → FALSE POSITIVE,1.35477049,0.8,348.9,4414.0,q1_q17_dr25_tce,0.6757402754923301
K02675.02,Kepler-1312 c,CANDIDATE → CONFIRMED,1.116127169,1.0,1797.63,5721.0,q1_q17_dr25_tce,0.3160086599819081
K02733.01,Kepler-1688 b,CANDIDATE → CONFIRMED,5.62006198,1.45,84.01,4868.0,q1_q17_dr25_tce,0.9128071798790914
K02734.01,Kepler-1872 b,CANDIDATE → CONFIRMED,3.8259005,3.45,241.25,5223.0,q1_q17_dr25_tce,0.9547736470551806
K02735.01,Kepler-1873 b,CANDIDATE → CONFIRMED,0.558841234,1.33,2412.15,5151.0,q1_q17_dr25_tce,0.34824209557221875
K02680.01,,FALSE POSITIVE → CANDIDATE,14.4079035,23.4,35.81,5440.0,q1_q17_dr25_tce,0.23075956290332428
K02822.01,Kepler-1878 b,CANDIDATE → CONFIRMED,4.44589508,1.94,302.6,5918.0,q1_q17_dr25_tce,0.9352242382288505
K02686.01,Kepler-1868 b,CANDIDATE → CONFIRMED,211.032819,3.43,0.5,4658.0,q1_q17_dr25_tce,0.9564909679617425
K02687.01,Kepler-1869 c,CANDIDATE → CONFIRMED,1.716828304,0.74,1056.84,5808.0,q1_q17_dr25_tce,0.33080638361547055
K02690.01,Kepler-1870 b,CANDIDATE → CONFIRMED,3.606940379,2.04,283.23,5508.0,q1_q17_dr25_tce,0.9462194532930377
K02829.01,Kepler-1879 b,CANDIDATE → CONFIRMED,10.61345333,1.77,224.63,5865.0,q1_q17_dr25_tce,0.9437009069432478
K02835.01,Kepler-1880 b,CANDIDATE → CONFIRMED,6.30922043,1.37,31.73,4380.0,q1_q17_dr25_tce,0.975842129492136
K02694.02,Kepler-1315 c,CANDIDATE → CONFIRMED,6.56606941,1.83,86.27,4818.0,q1_q17_dr25_tce,0.9830390281811741
K02755.01,Kepler-1689 b,CANDIDATE → CONFIRMED,8.48299282,0.8,141.04,5827.0,q1_q17_dr25_tce,0.9127354147500324
K02757.01,Kepler-1690 b,CANDIDATE → CONFIRMED,234.635652,2.56,1.2,5422.0,q1_q17_dr25_tce,0.9246912471458476
K02760.01,Kepler-1874 b,CANDIDATE → CONFIRMED,56.5732318,2.69,3.79,4701.0,q1_q17_dr25_tce,0.9713256655838585
K03088.01,Kepler-1901 b,CANDIDATE → CONFIRMED,3.48412874,1.16,389.41,5696.0,q1_q17_dr25_tce,0.9045377764096469
K00367.01,Kepler-1656 b,CANDIDATE → CONFIRMED,31.578651216,4.52,24.94,5733.0,q1_q17_dr25_tce,0.9909304861999406
K03090.01,Kepler-1902 b,CANDIDATE → CONFIRMED,3.82223397,1.05,30.84,3729.0,q1_q17_dr25_tce,0.9723092333827141
K03091.01,Kepler-1903 b,CANDIDATE → CONFIRMED,17.067644,1.62,82.56,6347.0,q1_q17_dr25_tce,0.8738237874288339
K03095.01,Kepler-1905 b,CANDIDATE → CONFIRMED,3.42390809,1.25,508.75,5788.0,q1_q17_dr25_tce,0.9290084001903066
K00308.01,Kepler-1715 b,CANDIDATE → CONFIRMED,35.5969684,3.72,41.06,6212.0,q1_q17_dr25_tce,0.974885510769176
K03019.01,Kepler-1893 b,CANDIDATE → CONFIRMED,4.17939037,1.52,478.98,5633.0,q1_q17_dr25_tce,0.9677177311409517
K03022.01,Kepler-1894 b,CANDIDATE → CONFIRMED,2.76263737,1.25,544.05,5772.0,q1_q17_dr25_tce,0.8574790026063741
K00373.01,Kepler-1718 b,CANDIDATE → CONFIRMED,135.1879934,2.32,3.33,5731.0,q1_q17_dr25_tce,0.9878439284227101
K00375.01,Kepler-1704 b,CANDIDATE → CONFIRMED,988.8811177,10.81,0.58,5755.0,,0.9283354298346628
K03022.02,Kepler-1894 c,CANDIDATE → CONFIRMED,5.05368985,1.21,243.06,5772.0,q1_q17_dr25_tce,0.9020773569615936
K00315.01,Kepler-1716 b,CANDIDATE → CONFIRMED,35.58349688,2.03,6.54,4894.0,q1_q17_dr25_tce,0.9843579740521752
K00316.03,Kepler-139 d,CANDIDATE → CONFIRMED,7.305706326,2.11,210.72,5620.0,q1_q17_dr25_tce,0.991650878882353
K03027.01,Kepler-1895 b,CANDIDATE → CONFIRMED,6.07032548,1.36,91.45,5076.0,q1_q17_dr25_tce,0.9272872916937682
K03108.01,Kepler-1906 b,CANDIDATE → CONFIRMED,7.36272124,1.86,155.72,5868.0,q1_q17_dr25_tce,0.9121306973025598
K00319.01,Kepler-2004 b,CANDIDATE → CONFIRMED,46.15119482,10.02,57.8,5877.0,q1_q17_dr25_tce,0.8370128732896855
K00326.01,,CANDIDATE → FALSE POSITIVE,8.97349999,36.0,6178.9,4751.0,q1_q17_dr25_tce,0.0891570132502199
K00326.02,,CANDIDATE → FALSE POSITIVE,108.546946,29.67,222.7,4751.0,q1_q17_dr25_tce,0.1530968524532432
K00388.01,Kepler-1719 b,CANDIDATE → CONFIRMED,6.14955931,3.26,649.26,5687.0,q1_q17_dr25_tce,0.9548433302535808
K03045.01,Kepler-1896 b,CANDIDATE → CONFIRMED,44.8702042,2.56,19.5,6122.0,q1_q17_dr25_tce,0.9244745929106062
K03048.01,Kepler-1695 b,CANDIDATE → CONFIRMED,4.73292061,0.97,198.57,5595.0,q1_q17_dr25_tce,0.9325938497320672
K03130.01,Kepler-1907 c,CANDIDATE → CONFIRMED,14.8638496,2.9,35.04,5159.0,q1_q17_dr25_tce,0.9321338689057544
K03130.02,Kepler-1907 b,CANDIDATE → CONFIRMED,5.65245733,1.05,127.1,5159.0,q1_q17_dr25_tce,0.9542536389704973
K03132.01,,FALSE POSITIVE → CANDIDATE,0.536650319,1.35,24688.55,6020.0,q1_q17_dr25_tce,0.04314739914624768
K02970.01,Kepler-1890 b,CANDIDATE → CONFIRMED,4.82051088,1.08,735.25,6046.0,q1_q17_dr25_tce,0.9545128086432406
K03052.02,Kepler-1992 b,CANDIDATE → CONFIRMED,15.6112238,0.91,38.99,5383.0,q1_q17_dr25_tce,0.9053236859192821
K03136.01,Kepler-1909 b,CANDIDATE → CONFIRMED,2.39161966,0.93,266.01,4935.0,q1_q17_dr25_tce,0.8470204627348881
K03140.01,Kepler-1910 b,CANDIDATE → CONFIRMED,5.68879083,0.99,40.88,4234.0,q1_q17_dr25_tce,0.7778411433205508
K03145.01,Kepler-1977 b,CANDIDATE → CONFIRMED,4.53702121,1.66,95.61,4805.0,q1_q17_dr25_tce,0.9662040139971975
K00280.01,Kepler-1655 b,CANDIDATE → CONFIRMED,11.87290814,2.25,131.55,6147.0,q1_q17_dr25_tce,0.9577064995942163
K02982.01,Kepler-1891 b,CANDIDATE → CONFIRMED,4.0223109,1.37,253.28,5516.0,q1_q17_dr25_tce,0.9496092837425429
K03061.01,Kepler-1983 b,CANDIDATE → CONFIRMED,7.32851947,2.33,100.13,5135.0,q1_q17_dr25_tce,0.9512726065461319
K00288.01,Kepler-1714 b,CANDIDATE → CONFIRMED,10.27532513,3.04,508.21,6150.0,q1_q17_dr25_tce,0.9694252871074784
K00289.01,Kepler-511 c,CANDIDATE → CONFIRMED,26.62941953,3.13,71.75,5866.0,q1_q17_dr25_tce,0.9906479344959859
K02989.01,Kepler-1892 b,CANDIDATE → CONFIRMED,6.33125228,1.31,108.04,5383.0,q1_q17_dr25_tce,0.890524736646268
K03066.01,Kepler-1897 b,CANDIDATE → CONFIRMED,24.2204192,2.1,15.43,5165.0,q1_q17_dr25_tce,0.8979955596796394
K00347.01,,CANDIDATE → FALSE POSITIVE,2.671942657,22.36,1069.47,6116.0,q1_q17_dr25_tce,0.3644395482464573
K00349.01,Kepler-1664 b,CANDIDATE → CONFIRMED,14.38682567,2.54,85.46,5725.0,q1_q17_dr25_tce,0.9865014423490879
K03072.01,,FALSE POSITIVE → CANDIDATE,24.3367026,1.95,18.07,5141.0,q1_q17_dr25_tce,0.928279523733068
K00353.02,Kepler-1717 b,CANDIDATE → CONFIRMED,30.6528935,2.86,87.69,6200.0,q1_q17_dr25_tce,0.9033422752489473
K03075.01,Kepler-1898 b,CANDIDATE → CONFIRMED,4.76559056,0.92,439.42,5702.0,q1_q17_dr25_tce,0.9679044834230907
K03078.01,Kepler-1900 b,CANDIDATE → CONFIRMED,2.98618134,1.16,798.35,6173.0,q1_q17_dr25_tce,0.7365884169571855
K00354.02,Kepler-534 c,CANDIDATE → CONFIRMED,7.37867551,1.11,178.68,5936.0,q1_q17_dr25_tce,0.8616987049048199
K01236.04,Kepler-279 e,CANDIDATE → CONFIRMED,98.353149,4.13,21.96,6366.0,q1_q17_dr25_tce,0.31841347379815393
K00521.01,Kepler-1989 b,CANDIDATE → CONFIRMED,10.161023528,4.62,157.97,6032.0,q1_q17_dr25_tce,0.9345320313576816
K00577.01,Kepler-607 c,CANDIDATE → CONFIRMED,39.6766071,2.29,11.85,5244.0,q1_q17_dr25_tce,0.9870120247326098
K00422.01,,FALSE POSITIVE → CANDIDATE,809.0141881,14.38,0.51,6230.0,q1_q17_dr25_tce,0.6328523476117844
K00524.01,Kepler-1721 b,CANDIDATE → CONFIRMED,4.592393816,2.51,172.6,5351.0,q1_q17_dr25_tce,0.9707777480347372
K00525.01,,FALSE POSITIVE → CANDIDATE,11.53029332,3.98,137.08,5770.0,q1_q17_dr25_tce,0.9872869365793244
K00427.01,Kepler-549 d,CANDIDATE → CONFIRMED,24.61480613,4.2,27.93,5312.0,q1_q17_dr25_tce,0.9895409141405032
K03138.02,Kepler-1649 c,FALSE POSITIVE → CONFIRMED,19.5352551,0.53,0.16,2703.0,q1_q17_dr25_tce,0.5837560685742994
K00092.01,Kepler-1709 b,CANDIDATE → CONFIRMED,65.7045275,2.78,11.72,5918.0,q1_q17_dr25_tce,0.9861613537279381
K01353.03,Kepler-289 e,CANDIDATE → CONFIRMED,330.071558,2.94,1.58,5933.0,q1_q17_dr25_tce,0.6833814071572237
K00533.02,Kepler-589 c,CANDIDATE → CONFIRMED,3.52467888,1.46,344.61,5372.0,q1_q17_dr25_tce,0.8637832576561899
K05922.01,,FALSE POSITIVE → CANDIDATE,367.07446,2.15,1.59,6315.0,q1_q17_dr25_tce,0.34393099864074134
K00437.01,,FALSE POSITIVE → CANDIDATE,15.84132627,16.84,25.77,5119.0,q1_q17_dr25_tce,0.15485848307214525
K00599.01,Kepler-1724 b,CANDIDATE → CONFIRMED,6.45442931,2.48,234.98,6092.0,q1_q17_dr25_tce,0.9478612566393898
K00592.01,Kepler-1723 b,CANDIDATE → CONFIRMED,39.7529915,2.37,24.54,6072.0,q1_q17_dr25_tce,0.9802829001121383
K00593.03,Kepler-616 d,CANDIDATE → CONFIRMED,51.0674355,2.44,14.69,6004.0,q1_q17_dr25_tce,0.940343190361466
K00601.02,Kepler-619 d,CANDIDATE → CONFIRMED,11.67894236,4.17,112.07,6122.0,q1_q17_dr25_tce,0.9629351797473062
K00555.02,Kepler-598 c,CANDIDATE → CONFIRMED,86.4943704,3.07,4.29,5252.0,q1_q17_dr25_tce,0.9833356440824776
K00506.01,,CANDIDATE → FALSE POSITIVE,1.583160478,3.27,1625.93,6063.0,q1_q17_dr25_tce,0.4501238690137285
K00558.01,Kepler-1722 b,CANDIDATE → CONFIRMED,9.17858526,2.3,76.14,5506.0,q1_q17_dr25_tce,0.9783223020556635
K00005.02,,CANDIDATE → FALSE POSITIVE,7.05185637,,,,,0.47984398317847443
K00082.06,,CANDIDATE → FALSE POSITIVE,22.4098677,0.73,13.55,4900.0,q1_q17_dr25_tce,0.9307683833134481
K00466.01,,FALSE POSITIVE → CANDIDATE,9.391039263,11.73,308.13,5944.0,q1_q17_dr25_tce,0.5824081523675604
K00076.01,,FALSE POSITIVE → CANDIDATE,77.4794704,10.33,86.59,6711.0,q1_q17_dr25_tce,0.8683932174821042
K00089.02,Kepler-462 c,CANDIDATE → CONFIRMED,207.5829306,4.52,9.97,6688.0,q1_q17_dr25_tce,0.9250592525955044
K00473.01,Kepler-1720 b,CANDIDATE → CONFIRMED,12.70636123,2.75,55.86,5573.0,q1_q17_dr25_tce,0.9757362906413782
K00474.03,Kepler-164 e,CANDIDATE → CONFIRMED,94.886902,4.24,7.99,5888.0,q1_q17_dr25_tce,0.7901358364923561
K00417.01,,FALSE POSITIVE → CANDIDATE,19.193103549,12.23,43.77,5883.0,q1_q17_dr25_tce,0.207166892718932
K00080.01,,FALSE POSITIVE → CANDIDATE,9.250572762,96.08,3530.57,8133.0,q1_q17_dr25_tce,0.02114629130527853
