kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
11092040,K04687.01,,295.53461,0.0,19h42m08.31s,48.677391,0.0,+48d40m38.6s,15.22,,14.709,,14.556,,14.497,,13.541,0.023,13.202,0.024,13.168,0.037,14.755,,cumulative,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2942,0.3372,Mandel and Agol (2002 ApJ 580 171),7.5,,,134.7701,0.0567,-0.0567,0.0,,,,,,1.51,0.56,-0.18,1.0835,,,0.0299,0.4131,-0.0297,14.55,1.6,-1.6,,,,233.5,36.7,-36.7,419.92898,0.02934,-0.02934,0.013995,0.001272,-0.001233,223.4,60.0,-60.0,89.95,,,255.0,,,6047.0,162.0,-185.0,4.431,0.076,-0.266,-0.28,0.28,-0.3,0.988,0.366,-0.117,0.962,0.125,-0.112,,,,stellar_q1_q16,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16 00:00:00,,,,q1_q17_dr25_sup_koi,q1_q16_koi,2454967.77,0.0567,-0.0567,,1,0,0,0,1.0,1.08,-0.32,1.19659,0.3213,-0.74423,MCMC,
4851145,K04688.01,,295.82114,0.0,19h43m17.07s,39.975479,0.0,+39d58m31.7s,16.116,,15.571,,15.432,,15.352,,14.448,0.034,14.158,0.046,14.086,0.059,15.637,,cumulative,Done,11111011101110111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,870.0,3.4969497,9.864814,0.6765,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,Mandel and Agol (2002 ApJ 580 171),5.0,,,131.9681,0.0197,-0.0197,0.0,,,,,,0.93,0.25,-0.09,0.0229,,,0.458,0.032,-0.458,0.918,0.94,-0.94,,,,89.5,22.6,-22.6,1.23521458,1.936e-05,-1.936e-05,0.008924,0.000767,-0.001555,9.27,3.2,-3.2,87.17,,,1713.0,,,5999.0,180.0,-198.0,4.494,0.044,-0.176,-0.06,0.3,-0.3,0.959,0.255,-0.102,1.045,0.129,-0.129,,,,q1_q17_dr25_stellar,0.0,19.721376,3.9e-05,39.97439,0.00043,-1.4,1.6,-3.9,1.6,0.00019,0.00014,0.00035,0.00013,3.18,0.54,-1.7,1.0,3.6,0.64,3.14,0.53,-1.7,1.2,3.59,0.67,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,004/004851/004851145/dv/kplr004851145-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.968,0.0197,-0.0197,004/004851/004851145/dv/kplr004851145-20160209194854_dvr.pdf,0,0,1,1,2032.78,1633.68,-613.36,9.87258,6.8763,-8.91602,LS+MCMC,0.0
10292540,K04689.01,,298.15717,0.0,19h52m37.72s,47.331268,0.0,+47d19m52.6s,16.557,,15.921,,15.703,,15.635,,14.634,0.029,14.235,0.033,14.215,0.061,15.959,,cumulative,Done,00011101110111011000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,795.0,3.6391473,9.391753,0.7731,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,Mandel and Agol (2002 ApJ 580 171),7.6,,,132.10036,0.00435,-0.00435,0.0,,,,,,1.37,0.37,-0.13,0.0203,,,0.439,0.175,-0.439,0.652,0.224,-0.224,,,,238.1,36.5,-36.5,1.085229874,6.39e-06,-6.39e-06,0.014698,0.007476,-0.002377,11.65,5.8,-5.8,87.84,,,1632.0,,,5713.0,169.0,-186.0,4.554,0.035,-0.184,-0.12,0.3,-0.3,0.851,0.233,-0.078,0.948,0.104,-0.115,,,,q1_q17_dr25_stellar,0.0,19.876787,4.9e-05,47.3348,0.00056,-13.1,1.8,12.7,2.0,0.00147,0.0002,-0.00144,0.00023,-7.4,0.18,1.081,0.081,7.47,0.18,-7.42,0.18,1.251,0.078,7.53,0.18,MOD_SEC_DV---CENT_RESOLVED_OFFSET---HALO_GHOST,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010292/010292540/dv/kplr010292540-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.1,0.00435,-0.00435,010/010292/010292540/dv/kplr010292540-20160209194854_dvr.pdf,0,1,1,0,1675.45,1379.29,-464.48,25.4095,464.6666,-24.80672,LS+MCMC,0.0
3732894,K04476.01,,286.94647,0.0,19h07m47.15s,38.885189,0.0,+38d53m06.7s,14.788,,14.265,,14.088,,13.995,,13.053,0.039,12.656,0.038,12.628,0.038,14.298,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,866.0,6.500439,12.967635,0.6125,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,Mandel and Agol (2002 ApJ 580 171),14.6,,,132.00637,0.00564,-0.00564,0.0,,,,,,0.81,0.2,-0.13,0.024,,,0.329,0.143,-0.329,2.026,0.157,-0.157,,,,76.9,6.5,-6.5,1.540379557,9.028e-06,-9.028e-06,0.00812,0.00044,-0.000419,5.57,2.5,-2.5,86.62,,,1581.0,,,5812.0,157.0,-157.0,4.408,0.153,-0.17,-0.58,0.3,-0.3,0.914,0.226,-0.151,0.781,0.108,-0.046,,,,q1_q17_dr25_stellar,0.0,19.129828,1.6e-05,38.88573,0.00021,2.68,0.68,1.94,0.75,-0.000194,4.3e-05,-0.000169,4.7e-05,3.79,0.88,-0.58,0.52,3.84,0.9,3.12,0.85,-1.49,0.47,3.46,0.89,CENT_KIC_POS---HALO_GHOST---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,003/003732/003732894/dv/kplr003732894-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.006,0.00564,-0.00564,003/003732/003732894/dv/kplr003732894-20160209194854_dvr.pdf,0,0,1,1,1481.09,1082.22,-556.04,1.38022,0.63048,-0.5458,LS+MCMC,0.0
6276791,K04477.01,,289.10422,0.0,19h16m25.01s,41.69014,0.0,+41d41m24.5s,16.008,,15.41,,15.234,,15.147,,14.196,0.029,13.838,0.038,13.727,0.048,15.466,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,249.0,2.8018146,8.380222,0.4849,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,Mandel and Agol (2002 ApJ 580 171),11.5,,,135.9927,0.00532,-0.00532,0.0,,,,,,1.22,0.33,-0.11,0.0587,,,0.357,0.094,-0.357,2.24,0.155,-0.155,,,,197.2,18.7,-18.7,5.30179786,4.201e-05,-4.201e-05,0.012946,0.000607,-0.000878,17.16,5.0,-5.0,88.81,,,973.0,,,5749.0,153.0,-170.0,4.547,0.033,-0.187,-0.1,0.3,-0.3,0.864,0.234,-0.078,0.961,0.095,-0.116,,,,q1_q17_dr25_stellar,0.675,19.273585,4.2e-05,41.69012,0.00042,-1.2,1.7,-0.1,1.5,0.00018,0.00027,-1e-05,0.00024,0.17,0.52,0.08,0.7,0.18,0.72,0.1,0.57,-0.01,0.69,0.1,0.52,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,006/006276/006276791/dv/kplr006276791-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.993,0.00532,-0.00532,006/006276/006276791/dv/kplr006276791-20160209194854_dvr.pdf,0,0,0,0,211.8,168.16,-56.35,3.3996,0.98795,-1.38974,LS+MCMC,0.999
6278762,K03158.01,Kepler-444 b,289.75229,0.0,19h19m00.55s,41.634605,0.0,+41d38m04.6s,9.664,,8.837,,,,,,7.244,0.025,6.772,0.047,6.703,0.02,8.717,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,5,342.0,13.084427,22.75066,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1731,0.5396,Mandel and Agol (2002 ApJ 580 171),21.6,,,133.25983,0.00355,-0.00355,0.0,,,,,,0.5,0.04,-0.02,0.0407,,,0.025,0.415,-0.025,2.396,0.112,-0.112,,,,50.2,2.7,-2.7,3.60011712,1.624e-05,-1.624e-05,0.00634,0.000344,-0.000147,11.56,1.4,-1.4,89.88,,,938.0,,,5051.0,177.0,-141.0,4.562,0.033,-0.023,-0.36,0.35,-0.15,0.721,0.057,-0.031,0.692,0.099,-0.026,,,,q1_q17_dr25_stellar,0.183,19.31682,1.1e-05,41.63296,0.00016,0.06,0.43,-5.9,0.57,1.6e-05,1.9e-05,-2e-05,2.5e-05,3.0,1.7,-6.8,2.3,7.4,2.7,2.4,1.7,-12.6,2.6,12.8,2.8,CENT_SATURATED,2018-08-16 00:00:00,5.0,q1_q17_dr25_tce,006/006278/006278762/dv/kplr006278762-005-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.26,0.00355,-0.00355,006/006278/006278762/dv/kplr006278762-20160209194854_dvr.pdf,0,0,0,0,182.81,61.49,-33.31,2.25676,0.27755,-0.90872,LS+MCMC,1.0
6276791,K04477.02,Kepler-1958 b,289.10422,0.0,19h16m25.01s,41.69014,0.0,+41d41m24.5s,16.008,,15.41,,15.234,,15.147,,14.196,0.029,13.838,0.038,13.727,0.048,15.466,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2,140.0,3.0542865,11.328061,0.7208,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,Mandel and Agol (2002 ApJ 580 171),12.7,,,135.87513,0.00352,-0.00352,0.0,,,,,,1.62,0.44,-0.15,0.0856,,,0.035,0.417,-0.035,1.572,0.0939,-0.0939,,,,354.4,30.1,-30.1,9.32867952,3.812e-05,-3.812e-05,0.017152,0.001098,-0.000752,46.09,5.7,-5.7,89.96,,,806.0,,,5749.0,153.0,-170.0,4.547,0.033,-0.187,-0.1,0.3,-0.3,0.864,0.234,-0.078,0.961,0.095,-0.116,,,,q1_q17_dr25_stellar,0.131,19.273602,3.1e-05,41.68979,0.00031,-0.5,1.2,-1.3,1.1,0.00016,0.00045,0.00041,0.0004,0.54,0.38,-0.16,0.39,0.56,0.37,0.52,0.39,-0.28,0.41,0.58,0.39,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,006/006276/006276791/dv/kplr006276791-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.875,0.00352,-0.00352,006/006276/006276791/dv/kplr006276791-20160209194854_dvr.pdf,0,0,0,0,99.6,79.07,-26.5,21.27922,2.62411,-10.17142,LS+MCMC,0.973
8636600,K04478.01,Kepler-1959 b,296.02225,0.0,19h44m05.34s,44.732658,0.0,+44d43m57.6s,15.327,,14.517,,14.26,,14.121,,13.049,0.021,12.571,0.017,12.494,0.019,14.58,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1,212.0,3.6440232,12.649473,0.1409,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,Mandel and Agol (2002 ApJ 580 171),11.6,,,131.52991,0.00368,-0.00368,0.0,,,,,,1.19,0.11,-0.13,0.0617,,,0.015,0.439,-0.015,1.201,0.109,-0.109,,,,223.7,23.9,-23.9,6.38671206,2.762e-05,-2.762e-05,0.01341,0.001214,-0.000613,41.2,14.9,-14.9,89.98,,,811.0,,,5071.0,153.0,-138.0,4.505,0.088,-0.072,-0.02,0.3,-0.3,0.811,0.08,-0.088,0.768,0.095,-0.059,,,,q1_q17_dr25_stellar,0.485,19.734827,2e-05,44.73254,0.00024,0.4,0.75,-0.44,0.87,-7e-05,0.00017,0.00011,0.00019,0.07,0.52,0.72,0.61,0.72,0.59,0.13,0.56,0.67,0.66,0.69,0.6,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008636/008636600/dv/kplr008636600-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.53,0.00368,-0.00368,008/008636/008636600/dv/kplr008636600-20160209194854_dvr.pdf,0,0,0,0,102.25,36.75,-29.48,32.34332,11.74092,-16.01075,LS+MCMC,1.0
10220950,K04544.01,,296.62296,0.0,19h46m29.51s,47.291142,0.0,+47d17m28.1s,15.381,,14.962,,14.876,,14.849,,14.036,0.025,13.777,0.031,13.736,0.046,15.028,,cumulative,Done,11111101110111011000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,8.0,11.485986,15.727349,0.4678,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3155,0.3031,Mandel and Agol (2002 ApJ 580 171),17.6,,,260.2924,0.0169,-0.0169,0.0,,,,,,372.86,102.6,-44.12,0.6312,,,3.655,5.519,-0.066,10.55,0.645,-0.645,,,,899.0,59.5,-59.5,158.348345,0.003188,-0.003188,2.675912,5.123826,-2.234702,45.2,21.3,-21.3,85.36,,,409.0,,,6521.0,155.0,-232.0,4.352,0.057,-0.172,0.21,0.2,-0.35,1.276,0.351,-0.151,1.334,0.138,-0.207,,,,q1_q17_dr25_stellar,0.0,19.774724,2.2e-05,47.29278,0.00025,-5.12,0.82,5.91,0.89,0.00397,0.00069,-0.00479,0.00077,-2.749,0.087,3.77,0.13,4.66,0.12,-2.886,0.097,3.87,0.12,4.83,0.11,CENT_UNRESOLVED_OFFSET,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010220/010220950/dv/kplr010220950-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455093.292,0.0169,-0.0169,010/010220/010220950/dv/kplr010220950-20160209194854_dvr.pdf,0,0,1,0,6.61,5.2,-2.16,0.06954,0.22925,-0.00881,LS+MCMC,0.0
10140122,K04545.01,,291.45813,0.0,19h25m49.95s,47.15863,0.0,+47d09m31.1s,16.183,,15.278,,15.003,,14.86,,13.803,0.027,13.258,0.021,13.19,0.028,15.357,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,1332.0,3.454346,10.053408,0.7454,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1405,0.5896,Mandel and Agol (2002 ApJ 580 171),11.9,,,132.14191,0.00472,-0.00472,0.0,,,,,,0.85,0.08,-0.06,0.0169,,,0.453,0.53,-0.256,1.36,0.115,-0.115,,,,114.9,11.6,-11.6,0.849362238,4.803e-06,-4.803e-06,0.009854,0.00041,-0.000904,4.36,1.7,-1.7,84.05,,,1498.0,,,4973.0,179.0,-179.0,4.595,0.02,-0.08,0.36,0.1,-0.3,0.788,0.08,-0.053,0.891,0.037,-0.086,,,,q1_q17_dr25_stellar,0.142,19.430521,1.7e-05,47.15806,0.00019,-0.73,0.64,-2.04,0.68,-0.000101,7.2e-05,-4.1e-05,7.7e-05,2.7,1.8,1.8,1.7,3.2,1.8,0.63,0.63,-0.31,0.78,0.7,0.66,CENT_FEW_DIFFS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010140/010140122/dv/kplr010140122-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.142,0.00472,-0.00472,010/010140/010140122/dv/kplr010140122-20160209194854_dvr.pdf,0,0,0,0,1190.04,473.29,-295.91,2.17949,1.71768,-0.59264,LS+MCMC,0.619
5033823,K04546.01,,297.27325,0.0,19h49m05.58s,40.136761,0.0,+40d08m12.3s,13.85,,13.385,,13.306,,13.233,,12.414,0.023,12.063,0.022,12.022,0.021,13.469,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,0.0,3.6655514,9.221303,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2928,0.353,Mandel and Agol (2002 ApJ 580 171),14.0,,,131.57747,0.00138,-0.00138,0.0,,,,,,72.36,16.6,-30.84,0.0186,,,1.201,6.749,-0.052,0.4164,0.0903,-0.0903,,,,60.3,4.3,-4.3,0.741768294,1.185e-06,-1.185e-06,0.210554,6.754016,-0.059528,2.42,1.2,-1.2,60.2,,,3380.0,,,5897.0,88.0,-79.0,3.637,0.382,-0.127,0.14,0.15,-0.15,3.147,0.722,-1.341,1.566,0.132,-0.395,,,,q1_q17_dr25_stellar,0.041,19.818252,2.6e-05,40.13695,0.00026,1.4,1.1,0.68,0.94,-7.2e-05,6.5e-05,-5.8e-05,5.6e-05,-0.53,0.67,1.52,0.41,1.61,0.45,-0.52,0.68,1.45,0.42,1.55,0.46,CENT_NOFITS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005033/005033823/dv/kplr005033823-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.577,0.00138,-0.00138,005/005033/005033823/dv/kplr005033823-20160209194854_dvr.pdf,0,0,0,0,30981.32,18704.91,-21313.86,0.48497,435.29605,-2.23464,LS+MCMC,1.0
10342316,K04547.01,,292.93661,0.0,19h31m44.79s,47.499931,0.0,+47d29m59.8s,15.796,,15.276,,15.113,,15.009,,14.21,0.032,13.766,0.035,13.705,0.05,15.318,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,1442.0,3.7744834,11.382366,0.4871,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,Mandel and Agol (2002 ApJ 580 171),28.5,,,132.4211,0.00924,-0.00924,0.0,,,,,,16.3,5.08,-2.03,0.0185,,,1.142,0.101,-0.167,7.023,0.53,-0.53,,,,125.8,5.9,-5.9,0.93376962,7.856e-06,-7.856e-06,0.153052,0.101428,-0.140366,1.158,0.329,-0.329,9.31,,,1937.0,,,6056.0,181.0,-199.0,4.448,0.084,-0.196,-0.26,0.3,-0.3,0.975,0.304,-0.121,0.973,0.143,-0.117,,,,q1_q17_dr25_stellar,0.0,19.52886,8.6e-05,47.50239,0.00078,-9.0,3.2,8.9,2.8,0.000173,6e-05,-0.000172,5.4e-05,1.88,0.55,1.13,0.67,2.19,0.58,1.85,0.53,1.1,0.67,2.15,0.55,LPP_DV---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010342/010342316/dv/kplr010342316-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.421,0.00924,-0.00924,010/010342/010342316/dv/kplr010342316-20160209194854_dvr.pdf,1,0,1,1,3343.62,3129.42,-1099.32,0.03366,0.00956,-0.01048,LS+MCMC,0.0
5305399,K07725.01,,298.93066,0.0,19h55m43.36s,40.419102,0.0,+40d25m08.8s,15.26,,14.715,,14.547,,14.445,,13.513,0.021,13.234,0.025,13.17,0.03,14.76,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,4.0,9.801807,13.719552,0.3698,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,Mandel and Agol (2002 ApJ 580 171),27.0,,,189.1585,0.0224,-0.0224,0.0,,,,,,3.5,1.07,-0.36,0.911,,,0.938,0.023,-0.608,22.99,1.7,-1.7,,,,1023.4,44.2,-44.2,322.48381,0.0126,-0.0126,0.036359,0.00047,-0.00688,47.3,23.3,-23.3,88.86,,,259.0,,,5968.0,161.0,-179.0,4.534,0.039,-0.221,-0.26,0.3,-0.3,0.881,0.271,-0.09,0.97,0.118,-0.13,,,,q1_q17_dr25_stellar,0.0,19.92877,1.8e-05,40.41805,0.00022,2.46,0.72,-3.77,0.79,-0.0015,0.00063,0.00275,0.00069,3.2,1.3,-2.6,1.7,4.1,2.0,3.2,1.2,-2.7,1.5,4.2,1.9,INDIV_TRANS_MARSHALL_SKYE---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005305/005305399/dv/kplr005305399-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455022.158,0.0224,-0.0224,005/005305/005305399/dv/kplr005305399-20160209194854_dvr.pdf,1,0,1,1,1.06,0.96,-0.3,0.01919,0.35087,-0.01034,LS+MCMC,0.0
3223433,K04548.01,,288.12555,0.0,19h12m30.13s,38.347431,0.0,+38d20m50.8s,15.324,,14.719,,14.501,,14.389,,13.444,0.027,13.042,0.027,12.986,0.027,14.748,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,20.0,3.718439,10.089764,0.2301,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,Mandel and Agol (2002 ApJ 580 171),11.5,,,132.494,0.0248,-0.0248,0.0,,,,,,1.61,0.26,-0.11,0.3082,,,0.649,0.3,-0.44,10.396,0.882,-0.882,,,,227.5,23.8,-23.8,61.083322,0.001918,-0.001918,0.014504,0.000307,-0.001389,35.0,16.2,-16.2,88.94,,,465.0,,,5803.0,78.0,-78.0,4.444,0.042,-0.127,0.16,0.15,-0.15,1.015,0.163,-0.065,1.044,0.056,-0.069,,,,q1_q17_dr25_stellar,0.003,19.208419,3.8e-05,38.34664,0.00048,2.1,1.6,-2.8,1.7,-0.00045,0.00034,0.00057,0.00037,0.69,0.66,0.34,0.75,0.77,0.68,0.62,0.66,0.36,0.77,0.71,0.69,CENT_FEW_MEAS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,003/003223/003223433/dv/kplr003223433-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.494,0.0248,-0.0248,003/003223/003223433/dv/kplr003223433-20160209194854_dvr.pdf,0,0,0,0,11.01,4.63,-1.88,0.21769,0.30266,-0.19876,LS+MCMC,1.0
8803757,K04904.01,,284.72797,0.0,18h58m54.71s,45.064968,0.0,+45d03m53.9s,15.528,,14.987,,14.82,,14.763,,13.838,0.026,13.501,0.03,13.454,0.044,15.033,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,369.0,3.592841,8.480067,0.6801,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,Mandel and Agol (2002 ApJ 580 171),10.4,,,132.36207,0.00779,-0.00779,0.0,,,,,,0.98,0.14,-0.12,0.0447,,,0.041,0.414,-0.041,2.557,0.269,-0.269,,,,89.9,10.5,-10.5,3.5944891,3.353e-05,-3.353e-05,0.00854,0.000608,-0.000601,10.84,2.0,-2.0,89.79,,,1178.0,,,5523.0,74.0,-74.0,4.364,0.121,-0.099,0.14,0.15,-0.15,1.046,0.154,-0.126,0.922,0.062,-0.043,,,,q1_q17_dr25_stellar,0.005,18.981936,3.7e-05,45.06553,0.00042,2.8,1.4,2.0,1.5,-0.0002,0.00012,-0.00017,0.00013,-0.91,0.65,-0.37,0.7,0.98,0.66,-0.82,0.75,-0.4,0.88,0.91,0.68,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008803/008803757/dv/kplr008803757-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.362,0.00779,-0.00779,008/008803/008803757/dv/kplr008803757-20160209194854_dvr.pdf,0,0,0,0,455.99,176.97,-121.77,1.86297,0.34721,-1.10594,LS+MCMC,0.995
12021811,K04905.01,,296.09058,0.0,19h44m21.74s,50.408772,0.0,+50d24m31.6s,17.237,,15.962,,15.415,,15.075,,13.894,0.028,13.255,0.024,13.099,0.036,15.962,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,1810.0,3.358326,9.373571,0.9345,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0853,0.6656,Mandel and Agol (2002 ApJ 580 171),21.0,,,131.69907,0.00296,-0.00296,0.0,,,,,,0.94,0.06,-0.09,0.0136,,,0.077,0.38,-0.077,1.753,0.11,-0.11,,,,246.8,14.3,-14.3,0.739404894,2.567e-06,-2.567e-06,0.013845,0.000692,-0.000592,3.31,1.4,-1.4,88.67,,,1256.0,,,4205.0,126.0,-126.0,4.635,0.053,-0.021,-0.1,0.3,-0.3,0.624,0.04,-0.06,0.614,0.061,-0.055,,,,q1_q17_dr25_stellar,0.0,19.739313,4e-05,50.407,0.0004,-2.0,1.4,-6.4,1.4,0.00036,0.00017,0.00087,0.00018,,,,,,,,,,,,,LPP_DV---MOD_NONUNIQ_ALT---CENT_RESOLVED_OFFSET,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,012/012021/012021811/dv/kplr012021811-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.699,0.00296,-0.00296,012/012021/012021811/dv/kplr012021811-20160209194854_dvr.pdf,1,0,1,0,589.06,161.56,-162.97,1.25668,1.0419,-0.43847,LS+MCMC,0.0
