kepoi_name,kepid,kepler_name,koi_pdisposition,koi_score,ra,dec,koi_disposition,koi_disposition_2020,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_prad_err1,koi_prad_err2,koi_insol_err1,koi_insol_err2,seff_recent_venus,seff_runaway_greenhouse,seff_maximum_greenhouse,seff_early_mars,teff_in_range,hz_conservative,hz_optimistic,hz_conservative_possible,rocky,super_earth,sunlike_host,grazing,p_candidate,p_confirmed,p_false_positive,p_planet_like,model_verdict,p_planet_like_2020model
K00752.01,10797460,Kepler-227 b,CANDIDATE,1.0,291.93423,48.141651,CONFIRMED,CONFIRMED,9.48803557,0.146,2.9575,615.8,2.26,793.0,93.59,35.8,5455.0,4.467,0.927,15.347,0.26,-0.15,29.45,-16.65,1.7096781797589844,1.0656425295894532,0.3362271627666016,0.30222650218863284,True,False,False,False,False,False,False,False,0.03866,0.88292,0.07842,0.92158,CONFIRMED,0.97627
K00752.02,10797460,Kepler-227 c,CANDIDATE,0.969,291.93423,48.141651,CONFIRMED,CONFIRMED,54.4183827,0.586,4.507,874.8,2.83,443.0,9.11,25.8,5455.0,4.467,0.927,15.347,0.32,-0.19,2.87,-1.62,1.7096781797589844,1.0656425295894532,0.3362271627666016,0.30222650218863284,True,False,False,False,False,False,False,False,0.06772,0.90356,0.02872,0.97128,CONFIRMED,0.97544
K00753.01,10811496,,CANDIDATE,0.0,297.00482,48.134129,CANDIDATE,FALSE POSITIVE,19.89913995,0.969,1.7822,10829.0,14.6,638.0,39.3,76.3,5853.0,4.544,0.868,15.436,3.92,-1.31,31.04,-10.49,1.7917225139142077,1.1168045114097607,0.3605126187336147,0.32405630978878347,True,False,False,False,False,False,True,False,0.34223,0.02607,0.63171,0.36829,FALSE POSITIVE,0.65594
K00754.01,10848459,,FALSE POSITIVE,0.0,285.53461,48.28521,FALSE POSITIVE,FALSE POSITIVE,1.736952453,1.276,2.40641,8079.2,33.46,1395.0,891.96,505.6,5805.0,4.564,0.791,15.597,8.5,-2.83,668.95,-230.35,1.7813556219152344,1.110339744433203,0.3575437610634765,0.3213876586480078,True,False,False,False,False,False,True,True,0.01362,0.0414,0.94498,0.05502,FALSE POSITIVE,0.07594
K00755.01,10854555,Kepler-664 b,CANDIDATE,1.0,288.75488,48.2262,CONFIRMED,CONFIRMED,2.525591777,0.701,1.6545,603.3,2.75,1406.0,926.16,40.9,6031.0,4.438,1.046,15.509,0.88,-0.35,874.33,-314.24,1.830986490443455,1.141289574928384,0.3715434021335564,0.3339716733135869,True,False,False,False,False,False,True,False,0.03504,0.66172,0.30325,0.69675,CONFIRMED,0.79189
K00756.01,10872983,Kepler-228 d,CANDIDATE,1.0,296.28613,48.22467,CONFIRMED,CONFIRMED,11.09432054,0.538,4.5945,1517.5,3.9,835.0,114.81,66.5,6046.0,4.486,0.972,15.714,1.27,-0.42,112.85,-36.7,1.8343436476247532,1.143383111753756,0.37247202274856067,0.3348063931132753,True,False,False,False,False,False,True,False,0.06807,0.74573,0.1862,0.8138,CONFIRMED,0.97153
K00756.02,10872983,Kepler-228 c,CANDIDATE,1.0,296.28613,48.22467,CONFIRMED,CONFIRMED,4.13443512,0.762,3.1402,686.0,2.77,1160.0,427.65,40.2,6046.0,4.486,0.972,15.714,0.9,-0.3,420.33,-136.7,1.8343436476247532,1.143383111753756,0.37247202274856067,0.3348063931132753,True,False,False,False,False,False,True,False,0.02352,0.67998,0.29649,0.70351,CONFIRMED,0.89066
K00756.03,10872983,Kepler-228 b,CANDIDATE,0.992,296.28613,48.22467,CONFIRMED,CONFIRMED,2.56658897,0.755,2.429,226.5,1.59,1360.0,807.74,15.0,6046.0,4.486,0.972,15.714,0.52,-0.17,793.91,-258.2,1.8343436476247532,1.143383111753756,0.37247202274856067,0.3348063931132753,True,False,False,False,True,True,True,False,0.10943,0.28024,0.61032,0.38968,FALSE POSITIVE,0.77953
K00114.01,6721123,,FALSE POSITIVE,0.0,298.86435,42.151569,FALSE POSITIVE,FALSE POSITIVE,7.36178958,1.169,5.022,233.7,39.21,1342.0,767.22,47.7,6227.0,3.986,1.958,12.66,6.45,-9.67,349.28,-365.49,1.8752270476894584,1.168878263770071,0.38361576009030784,0.34482330257325744,True,False,False,False,False,False,True,True,0.03231,0.00733,0.96036,0.03964,FALSE POSITIVE,0.05409
K00757.01,10910878,Kepler-229 c,CANDIDATE,1.0,286.99948,48.37579,CONFIRMED,CONFIRMED,16.06864674,0.052,3.5347,4914.3,5.76,600.0,30.75,161.9,5031.0,4.485,0.848,15.841,0.22,-0.49,4.46,-6.66,1.634845988374843,1.0189802238171082,0.3119000989322864,0.28035897560929135,True,False,False,False,False,False,False,False,0.15952,0.75703,0.08345,0.91655,CONFIRMED,0.95713
K00001.01,11446443,Kepler-1 b,CANDIDATE,0.811,286.80847,49.316399,CONFIRMED,CONFIRMED,2.470613377,0.818,1.74319,14230.9,13.04,1339.0,761.46,4304.3,5820.0,4.457,0.964,11.338,0.51,-0.51,106.21,-95.76,1.7845836675916802,1.11235274334464,0.35847091070079995,0.32222105638118403,True,False,False,False,False,False,True,False,0.00511,0.69827,0.29663,0.70337,CONFIRMED,0.95152
K00002.01,10666592,Kepler-2 b,CANDIDATE,1.0,292.24728,47.969521,CONFIRMED,CONFIRMED,2.204735417,0.224,3.88864,6674.7,16.1,2048.0,4148.92,5945.9,6440.0,4.019,1.952,10.463,0.81,-0.91,651.59,-654.46,1.9235926537060801,1.1990395610798399,0.39644305243879996,0.356353579693904,True,False,False,False,False,False,True,False,0.00499,0.42064,0.57436,0.42564,FALSE POSITIVE,0.63465
K00010.01,6922244,Kepler-8 b,CANDIDATE,0.998,281.28812,42.45108,CONFIRMED,CONFIRMED,3.522498429,0.631,3.19843,9145.7,14.59,1521.0,1264.67,1741.5,6225.0,4.169,1.451,13.563,1.11,-1.11,307.23,-276.48,1.8747727544147643,1.1685949626513934,0.3834935233426515,0.34471342595114685,True,False,False,False,False,False,True,False,0.01487,0.64187,0.34327,0.65673,CONFIRMED,0.98215
K00112.02,10984090,Kepler-466 c,CANDIDATE,1.0,295.64871,48.49556,CONFIRMED,CONFIRMED,3.709214104,0.051,2.6302,131.1,1.16,1206.0,500.46,50.6,5833.0,4.407,1.022,12.772,0.17,-0.12,197.96,-130.54,1.7873899444915404,1.1141027300933652,0.35927491917441085,0.32294376470758196,True,False,False,False,True,True,True,False,0.01378,0.90577,0.08045,0.91955,CONFIRMED,0.9636
K00742.01,10419211,,FALSE POSITIVE,0.0,297.07993,47.597401,FALSE POSITIVE,FALSE POSITIVE,11.521446064,2.483,3.6399,17984.3,150.51,753.0,75.88,622.1,5795.0,4.554,0.848,15.472,39.76,-13.31,58.89,-19.99,1.7792096541382143,1.109001526862743,0.35692602122852657,0.32083238362488176,True,False,False,False,False,False,True,True,0.04039,0.01125,0.94836,0.05164,FALSE POSITIVE,0.03138
K00743.01,10464078,,FALSE POSITIVE,0.0,289.25821,47.635319,FALSE POSITIVE,FALSE POSITIVE,19.40393776,0.804,12.2155,8918.7,7.18,523.0,17.69,214.7,5043.0,4.591,0.68,15.487,0.76,-0.68,6.66,-4.88,1.6367537580897087,1.0201697839360184,0.3125577594468663,0.28095015197622264,True,False,False,False,False,False,False,False,0.02739,0.15867,0.81394,0.18606,FALSE POSITIVE,0.29927
K00744.01,10480982,,FALSE POSITIVE,0.0,295.81454,47.69035,FALSE POSITIVE,FALSE POSITIVE,19.221388942,1.065,4.79843,74284.0,49.29,698.0,55.97,2317.0,6117.0,4.496,0.947,15.341,16.03,-5.0,54.55,-16.4,1.8503101648487343,1.1533399142888794,0.3768595233087542,0.3387502372552879,True,False,False,False,False,False,True,True,0.00563,0.00791,0.98646,0.01354,FALSE POSITIVE,0.00661
K00745.01,10485250,,FALSE POSITIVE,0.0,297.15442,47.668701,FALSE POSITIVE,FALSE POSITIVE,16.46983774,0.292,9.4378,10478.9,7.94,595.0,29.61,303.4,5152.0,4.517,0.786,15.788,0.89,-0.89,12.01,-8.91,1.654666249628545,1.0313389904409265,0.31862112992484926,0.2864005421605066,True,False,False,False,False,False,False,False,0.03438,0.6165,0.34912,0.65088,CONFIRMED,0.90046
K00746.01,10526549,Kepler-660 b,CANDIDATE,1.0,288.13824,47.724449,CONFIRMED,CONFIRMED,9.27358173,0.387,3.2875,1288.3,2.47,649.0,41.85,87.2,4856.0,4.583,0.696,15.302,0.2,-0.24,12.49,-11.7,1.608510240959709,1.002559380303654,0.30254615834381887,0.27195058067508404,True,False,False,False,False,False,False,False,0.04198,0.90196,0.05606,0.94394,CONFIRMED,0.98556
K00747.01,10583066,Kepler-661 b,CANDIDATE,1.0,283.71088,47.86327,CONFIRMED,CONFIRMED,6.02930329,0.258,1.5821,1912.7,2.85,678.0,50.04,65.4,4537.0,4.648,0.672,15.784,0.26,-0.15,16.4,-9.88,1.5678192113020342,0.9771900165430095,0.28672885826267236,0.2577318259104639,True,False,False,False,False,False,False,False,0.07104,0.89946,0.0295,0.9705,CONFIRMED,0.9727
K00748.01,10583180,,FALSE POSITIVE,0.0,283.76547,47.804298,FALSE POSITIVE,FALSE POSITIVE,2.696370652,0.044,3.6129,397.9,1.58,1066.0,305.34,48.2,4989.0,4.504,0.819,15.269,0.13,-0.16,96.64,-86.33,1.6282707464452022,1.0148803610443957,0.3096142819899362,0.2783042321151884,True,False,False,False,True,True,False,False,0.02319,0.4129,0.56391,0.43609,FALSE POSITIVE,0.86261
K00749.01,10601284,Kepler-226 c,CANDIDATE,1.0,292.37613,47.880989,CONFIRMED,CONFIRMED,5.349553819,0.092,3.0278,831.0,2.55,919.0,168.99,60.6,5185.0,4.44,0.91,15.416,0.16,-0.24,34.66,-38.48,1.6602930845141644,1.034847613245593,0.32048745322215155,0.2880781808033668,True,False,False,False,False,False,False,False,0.05855,0.78127,0.16018,0.83982,CONFIRMED,0.98617
K00749.02,10601284,Kepler-226 b,CANDIDATE,0.98,292.37613,47.880989,CONFIRMED,CONFIRMED,3.94105221,0.226,2.5984,363.3,1.7,1018.0,253.15,28.9,5185.0,4.44,0.91,15.416,0.11,-0.16,51.91,-57.65,1.6602930845141644,1.034847613245593,0.32048745322215155,0.2880781808033668,True,False,False,False,False,True,False,False,0.03235,0.91297,0.05468,0.94532,CONFIRMED,0.9464
K00749.03,10601284,Kepler-226 d,CANDIDATE,0.971,292.37613,47.880989,CONFIRMED,CONFIRMED,8.10904807,0.025,3.596,217.4,1.3,800.0,97.03,14.1,5185.0,4.44,0.91,15.416,0.09,-0.12,19.9,-22.09,1.6602930845141644,1.034847613245593,0.32048745322215155,0.2880781808033668,True,False,False,False,True,True,False,False,0.23054,0.61153,0.15794,0.84206,CONFIRMED,0.85032
K00113.01,2306756,,FALSE POSITIVE,,292.27374,37.671558,FALSE POSITIVE,FALSE POSITIVE,386.6030528,0.9765,6.8057,24926.6,41.5,297.0,1.84,994.0,5543.0,4.081,1.58,12.394,1.68,-1.68,0.26,-0.24,1.7269671064154906,1.0764235745152044,0.34151091801921124,0.30697600178558926,True,False,False,False,False,False,True,False,0.04061,0.02246,0.93694,0.06306,FALSE POSITIVE,0.08594
K00750.01,10662202,Kepler-662 b,CANDIDATE,1.0,290.46512,47.92918,CONFIRMED,CONFIRMED,21.67699193,0.896,3.4555,857.2,2.95,530.0,18.64,34.3,4954.0,4.5,0.828,15.377,0.12,-0.23,2.78,-3.8,1.622913414787395,1.011539935537528,0.30772879290009986,0.27660934222634176,True,False,False,False,False,False,False,False,0.06459,0.90801,0.0274,0.9726,CONFIRMED,0.98666
K00751.01,10682541,Kepler-663 b,CANDIDATE,1.0,297.80826,47.946671,CONFIRMED,CONFIRMED,4.99677968,0.71,2.1717,934.7,2.78,917.0,166.95,28.2,5339.0,4.552,0.847,15.861,0.52,-0.23,102.06,-42.14,1.687753871066279,1.051971108791842,0.3293693125488642,0.2960620468029282,True,False,False,False,False,False,False,False,0.07615,0.83425,0.0896,0.9104,CONFIRMED,0.97069
K00769.01,11460018,Kepler-671 b,CANDIDATE,1.0,294.26581,49.314091,CONFIRMED,CONFIRMED,4.280963604,0.424,2.875,750.8,2.3,1012.0,247.87,61.8,5644.0,4.564,0.831,15.356,0.58,-0.19,182.24,-63.32,1.7474513500639766,1.0891972746094551,0.3476466999144141,0.3124913628892238,True,False,False,False,False,False,True,False,0.03146,0.88777,0.08077,0.91923,CONFIRMED,0.95989
K00770.01,11463211,,FALSE POSITIVE,0.0,295.66522,49.351009,FALSE POSITIVE,FALSE POSITIVE,1.50635409,0.86,1.5155,2211.7,4.53,1452.0,1054.12,181.1,5714.0,4.563,0.831,15.525,1.01,-0.44,703.1,-292.26,1.7620165081619628,1.0982799766765525,0.35193544532179266,0.3163464440112638,True,False,False,False,False,False,True,False,0.15011,0.26994,0.57995,0.42005,FALSE POSITIVE,0.29161
K00771.01,11465813,,FALSE POSITIVE,0.0,296.69861,49.316479,FALSE POSITIVE,FALSE POSITIVE,670.645531,0.701,53.412,18090.6,14.14,196.0,0.35,642.7,5520.0,4.466,0.983,15.207,2.13,-0.71,0.15,-0.06,1.72239626777328,1.0735732772014401,0.34012384520679995,0.305729181117264,True,True,True,True,False,False,True,False,0.60763,0.09402,0.29835,0.70165,CANDIDATE,0.61693
K00772.01,11493732,,FALSE POSITIVE,0.0,283.72592,49.479519,FALSE POSITIVE,FALSE POSITIVE,61.2563628,1.248,7.633,5123.3,39.87,505.0,15.43,85.3,6144.0,4.402,1.091,15.25,12.79,-5.48,14.85,-5.51,1.8564097510504405,1.157143654984527,0.378523396305854,0.3402458631548269,True,False,False,False,False,False,True,True,0.0424,0.02345,0.93415,0.06585,FALSE POSITIVE,0.11994
K00773.01,11507101,Kepler-672 b,CANDIDATE,1.0,291.72202,49.480869,CONFIRMED,CONFIRMED,38.3775486,0.468,5.588,724.2,2.82,529.0,18.53,34.7,5481.0,4.369,1.036,15.172,0.37,-0.34,6.72,-4.93,1.7147294300120133,1.0687923825164671,0.3377815424726204,0.3036237154685328,True,False,False,False,False,False,False,False,0.03243,0.93776,0.02981,0.97019,CONFIRMED,0.98395
K00757.02,10910878,Kepler-229 d,CANDIDATE,0.992,286.99948,48.37579,CONFIRMED,CONFIRMED,41.19725502,0.045,4.6297,2213.9,3.86,439.0,8.76,51.2,5031.0,4.485,0.848,15.841,0.15,-0.33,1.27,-1.9,1.634845988374843,1.0189802238171082,0.3119000989322864,0.28035897560929135,True,False,False,False,False,False,False,False,0.14524,0.80474,0.05002,0.94998,CONFIRMED,0.98518
K00757.03,10910878,Kepler-229 b,CANDIDATE,1.0,286.99948,48.37579,CONFIRMED,CONFIRMED,6.252962249,0.105,2.5819,1036.9,2.65,823.0,108.3,47.1,5031.0,4.485,0.848,15.841,0.1,-0.23,15.73,-23.44,1.634845988374843,1.0189802238171082,0.3119000989322864,0.28035897560929135,True,False,False,False,False,False,False,False,0.03217,0.92988,0.03795,0.96205,CONFIRMED,0.97758
K00758.01,10987985,Kepler-665 b,CANDIDATE,1.0,297.02563,48.478588,CONFIRMED,CONFIRMED,16.01308419,0.799,3.2554,1121.9,3.1,593.0,29.31,33.2,5015.0,4.499,0.826,15.39,0.34,-0.31,11.77,-8.24,1.6323223886879643,1.0174066778059931,0.3110263602281515,0.27957356399980676,True,False,False,False,False,False,False,False,0.03963,0.96037,0.0,1.0,CONFIRMED,0.99049
K00759.01,11018648,Kepler-230 b,CANDIDATE,1.0,285.71854,48.505859,CONFIRMED,CONFIRMED,32.62876672,0.021,4.7971,1804.8,3.36,506.0,15.55,80.0,5586.0,4.56,0.798,15.082,0.76,-0.33,10.51,-4.18,1.735607787511948,1.081811773497606,0.3441147260728455,0.30931652692125267,True,False,False,False,False,False,True,False,0.01456,0.90043,0.08501,0.91499,CONFIRMED,0.98469
K00759.02,11018648,Kepler-230 c,CANDIDATE,0.978,285.71854,48.505859,CONFIRMED,CONFIRMED,91.7732862,0.606,6.473,652.0,2.12,359.0,3.92,19.1,5586.0,4.56,0.798,15.082,0.48,-0.21,2.64,-1.06,1.735607787511948,1.081811773497606,0.3441147260728455,0.30931652692125267,True,False,False,False,False,False,True,False,0.18617,0.74373,0.0701,0.9299,CONFIRMED,0.91824
K00760.01,11138155,Kepler-1976 b,CANDIDATE,1.0,292.16705,48.727589,CONFIRMED,CANDIDATE,4.959319244,0.831,2.22739,9802.0,12.21,1103.0,349.4,696.5,5712.0,4.359,1.082,15.263,1.96,-1.46,146.52,-93.21,1.7615964479361186,1.0980180302136189,0.35181256518541887,0.31623598918736046,True,False,False,False,False,False,True,False,0.03317,0.62994,0.33689,0.66311,CONFIRMED,0.85993
K00761.01,11152159,,FALSE POSITIVE,0.0,297.92365,48.777321,FALSE POSITIVE,FALSE POSITIVE,2.701287801,1.016,3.3827,860.4,6.54,1222.0,527.81,48.3,5550.0,4.468,0.91,15.54,1.64,-0.75,411.33,-166.35,1.72836535476423,1.07729549970629,0.34193387415242493,0.307356191074749,True,False,False,False,False,False,True,True,0.04502,0.04484,0.91014,0.08986,FALSE POSITIVE,0.18527
K00762.01,11153539,Kepler-666 b,CANDIDATE,1.0,298.45685,48.791592,CONFIRMED,CONFIRMED,4.49876511,0.312,3.7362,460.0,2.1,1133.0,389.62,29.5,6075.0,4.486,0.969,15.395,0.65,-0.22,365.71,-117.4,1.8408509325481146,1.1474410847684429,0.37426589605177646,0.33641887273825183,True,False,False,False,False,False,True,False,0.02998,0.71063,0.25939,0.74061,CONFIRMED,0.9459
K00763.01,11242721,,FALSE POSITIVE,0.0,291.0939,48.933842,FALSE POSITIVE,FALSE POSITIVE,19.651209505,0.723,5.2514,11766.3,12.42,730.0,67.03,513.4,6074.0,4.391,1.063,15.536,3.92,-1.69,62.46,-23.51,1.8406261953381686,1.1473009375227006,0.37420407497954944,0.3363633029098357,True,False,False,False,False,False,True,False,0.11507,0.57779,0.30714,0.69286,CONFIRMED,0.36878
K00115.01,9579641,Kepler-105 b,CANDIDATE,1.0,287.88733,46.276241,CONFIRMED,CONFIRMED,5.412203927,0.787,2.9472,601.6,2.94,1093.0,337.68,166.7,5779.0,4.339,1.087,12.791,0.43,-0.38,137.29,-102.18,1.775786425343317,1.106866815808306,0.35593829170119745,0.3199445315288735,True,False,False,False,False,False,True,False,0.01373,0.95739,0.02889,0.97111,CONFIRMED,0.98718
K00764.01,11304958,Kepler-667 b,CANDIDATE,0.998,295.55505,49.017342,CONFIRMED,CONFIRMED,41.43958662,0.355,10.5989,2793.1,5.5,516.0,16.72,141.1,5468.0,4.367,1.046,15.4,1.57,-0.96,14.66,-6.64,1.7121977228880816,1.0672136623183013,0.3370036148301517,0.3029244457900643,True,False,False,False,False,False,False,False,0.06823,0.88245,0.04932,0.95068,CONFIRMED,0.9703
K00765.01,11391957,Kepler-668 b,CANDIDATE,1.0,285.49924,49.277351,CONFIRMED,CONFIRMED,8.35389523,0.023,2.2514,1041.6,2.52,790.0,91.9,43.4,5592.0,4.582,0.787,15.317,0.54,-0.24,59.06,-24.15,1.7368231017837932,1.0825696269329892,0.34447908734498367,0.30964404575804183,True,False,False,False,False,False,True,False,0.07049,0.87855,0.05095,0.94905,CONFIRMED,0.95897
K00766.01,11403044,Kepler-669 b,CANDIDATE,1.0,291.93616,49.253979,CONFIRMED,CONFIRMED,4.125543472,0.597,3.1744,1487.3,4.43,1243.0,565.35,128.6,6174.0,4.417,1.103,15.506,1.44,-0.51,542.47,-188.14,1.8632012047591093,1.1613788530744191,0.3803682967499174,0.3419042121040987,True,False,False,False,False,False,True,False,0.02375,0.67012,0.30613,0.69387,CONFIRMED,0.88935
K00767.01,11414511,Kepler-670 b,CANDIDATE,1.0,297.01547,49.225288,CONFIRMED,CONFIRMED,2.816504904,0.105,2.50587,16813.7,12.21,1219.0,521.13,1406.8,5532.0,4.452,0.955,15.052,1.62,-0.87,184.34,-97.95,1.7247765510214164,1.075057580582703,0.34084702398174205,0.3063792366709838,True,False,False,False,False,False,True,False,0.01186,0.82718,0.16096,0.83904,CONFIRMED,0.96375
K00768.01,11442465,,FALSE POSITIVE,0.0,284.17233,49.360722,FALSE POSITIVE,FALSE POSITIVE,33.93373447,0.812,14.561,8503.7,7.34,430.0,8.11,236.1,5040.0,4.628,0.705,15.716,0.9,-0.6,3.25,-2.06,1.63627560742128,1.0198716402094399,0.3123931559907999,0.280802188643664,True,False,False,False,False,False,False,False,0.04833,0.1843,0.76738,0.23262,FALSE POSITIVE,0.39414
K00786.01,12110942,Kepler-680 b,CANDIDATE,1.0,291.62241,50.61824,CONFIRMED,CONFIRMED,3.689920099,0.151,2.6557,426.7,1.89,1147.0,408.99,35.6,5880.0,4.518,0.917,15.242,0.54,-0.2,342.24,-123.32,1.7975996703,1.1204694989000001,0.36218472625,0.3255593358900001,True,False,False,False,False,True,True,False,0.02989,0.85467,0.11544,0.88456,CONFIRMED,0.94907
K00787.01,12366084,Kepler-232 b,CANDIDATE,1.0,295.81616,51.121738,CONFIRMED,CONFIRMED,4.431238488,0.405,3.15,1010.9,3.25,1104.0,351.23,71.1,5714.0,4.428,1.015,15.367,0.47,-0.25,135.26,-68.33,1.7620165081619628,1.0982799766765525,0.35193544532179266,0.3163464440112638,True,False,False,False,False,False,True,False,0.03247,0.91632,0.05121,0.94879,CONFIRMED,0.95674
K00787.02,12366084,Kepler-232 c,CANDIDATE,1.0,295.81616,51.121738,CONFIRMED,CONFIRMED,11.37936986,0.911,2.6255,1023.5,3.95,806.0,99.68,37.9,5714.0,4.428,1.015,15.367,0.57,-0.31,38.38,-19.39,1.7620165081619628,1.0982799766765525,0.35193544532179266,0.3163464440112638,True,False,False,False,False,False,True,False,0.09011,0.84008,0.0698,0.9302,CONFIRMED,0.96712
K00788.01,12404086,Kepler-681 b,CANDIDATE,1.0,289.39972,51.25032,CONFIRMED,CONFIRMED,26.39432897,0.602,3.573,1510.9,3.07,489.0,13.49,48.2,5129.0,4.595,0.763,15.234,0.41,-0.22,6.07,-3.21,1.6507999496476198,1.0289281652265505,0.31732858348946036,0.28523866976635714,True,False,False,False,False,False,False,False,0.06972,0.93028,0.0,1.0,CONFIRMED,0.97587
K00116.01,8395660,Kepler-106 c,CANDIDATE,1.0,300.86398,44.337551,CONFIRMED,CONFIRMED,13.57078281,0.866,3.3539,511.7,2.64,785.0,89.61,88.4,5854.0,4.406,1.012,12.882,0.4,-0.27,38.12,-22.92,1.7919396166278942,1.11693989629493,0.3605745256241319,0.3241119567359508,True,False,False,False,False,False,True,False,0.0308,0.89014,0.07906,0.92094,CONFIRMED,0.98236
K00115.02,9579641,Kepler-105 c,CANDIDATE,1.0,287.88733,46.276241,CONFIRMED,CONFIRMED,7.12594387,0.898,3.0014,192.4,1.79,997.0,233.31,47.1,5779.0,4.339,1.087,12.791,0.26,-0.23,94.86,-70.6,1.775786425343317,1.106866815808306,0.35593829170119745,0.3199445315288735,True,False,False,False,False,True,True,False,0.02761,0.79268,0.1797,0.8203,CONFIRMED,0.97327
K00774.01,11656840,,FALSE POSITIVE,0.014,288.98682,49.733742,FALSE POSITIVE,FALSE POSITIVE,7.442652004,0.137,2.3078,24446.2,15.03,967.0,206.78,835.6,6108.0,4.469,0.956,15.27,4.73,-1.58,195.52,-61.76,1.8482800268674375,1.1520739082117488,0.3763042553589453,0.3382511168692753,True,False,False,False,False,False,True,False,0.32172,0.15023,0.52805,0.47195,FALSE POSITIVE,0.32552
K00775.01,11754553,Kepler-52 c,CANDIDATE,1.0,286.73804,49.97575,CONFIRMED,CONFIRMED,16.38489988,0.001,3.0249,1127.1,2.0,433.0,8.35,28.9,4126.0,4.661,0.615,15.095,0.09,-0.1,1.49,-1.35,1.5290942236013443,0.9530522899202531,0.2688750444810663,0.2416815076781721,True,False,False,False,False,True,False,False,0.10914,0.85765,0.0332,0.9668,CONFIRMED,0.97539
K00775.02,11754553,Kepler-52 b,CANDIDATE,1.0,286.73804,49.97575,CONFIRMED,CONFIRMED,7.8774163,0.041,2.0805,1306.1,2.16,553.0,22.18,38.7,4126.0,4.661,0.615,15.095,0.09,-0.11,3.97,-3.59,1.5290942236013443,0.9530522899202531,0.2688750444810663,0.2416815076781721,True,False,False,False,False,False,False,False,0.0334,0.93591,0.03069,0.96931,CONFIRMED,0.97505
K00775.03,11754553,Kepler-52 d,CANDIDATE,1.0,286.73804,49.97575,CONFIRMED,CONFIRMED,36.4454001,0.028,4.007,1122.3,1.99,332.0,2.88,21.7,4126.0,4.661,0.615,15.095,0.09,-0.09,0.51,-0.47,1.5290942236013443,0.9530522899202531,0.2688750444810663,0.2416815076781721,True,False,False,False,False,True,False,False,0.06543,0.85758,0.07699,0.92301,CONFIRMED,0.97079
K00776.01,11812062,Kepler-673 b,CANDIDATE,1.0,290.78574,50.054119,CONFIRMED,CONFIRMED,3.728732147,0.558,2.683,5226.5,6.02,1023.0,258.34,345.2,5497.0,4.577,0.809,15.523,1.22,-0.52,162.58,-65.21,1.7178618897350286,1.0707457226608605,0.33874096844681,0.3044861313818048,True,False,False,False,False,False,False,False,0.03327,0.76952,0.19721,0.80279,CONFIRMED,0.96331
K00777.01,11818800,,CANDIDATE,0.999,294.31686,50.080231,CANDIDATE,CANDIDATE,40.4195037,0.911,3.362,6256.0,7.51,467.0,11.29,36.9,5446.0,4.507,0.781,15.487,1.12,-0.91,5.67,-3.57,1.7079410713739818,1.0645593076256983,0.3356905006782087,0.3017441027855128,True,False,False,False,False,False,False,False,0.63869,0.0233,0.33801,0.66199,CANDIDATE,0.55838
K00778.01,11853255,Kepler-674 b,CANDIDATE,1.0,285.17621,50.149818,CONFIRMED,CONFIRMED,2.243380573,0.915,1.1196,821.7,1.99,822.0,107.6,38.9,4149.0,4.698,0.564,15.135,0.1,-0.12,21.47,-20.32,1.5308762771194029,0.9541628134958545,0.269798053699667,0.242511312037373,True,False,False,False,False,True,False,False,0.31898,0.62236,0.05866,0.94134,CONFIRMED,0.97116
K00779.01,11909839,,FALSE POSITIVE,0.0,289.23553,50.241001,FALSE POSITIVE,FALSE POSITIVE,10.405998015,0.324,6.5036,14488.8,11.23,833.0,113.94,745.2,5746.0,4.393,0.924,15.562,2.92,-1.95,90.01,-45.01,1.7687674008706475,1.1024897887571672,0.3539039478371846,0.318115896346058,True,False,False,False,False,False,True,False,0.06084,0.41042,0.52874,0.47126,FALSE POSITIVE,0.91538
K00780.01,11918099,Kepler-675 b,CANDIDATE,1.0,293.83331,50.23035,CONFIRMED,CONFIRMED,2.337437946,0.28,1.9982,971.2,2.34,1070.0,311.16,82.4,5005.0,4.595,0.765,15.334,0.17,-0.09,69.46,-40.17,1.6307568391652345,1.0164305101832034,0.3104821119384766,0.27908433382300785,True,False,False,False,False,False,False,False,0.02989,0.85467,0.11544,0.88456,CONFIRMED,0.95249
K00780.02,11918099,,CANDIDATE,0.993,293.83331,50.23035,CANDIDATE,CANDIDATE,7.2406612,1.198,0.558,556.4,19.45,734.0,68.63,13.7,5005.0,4.595,0.765,15.334,1.4,-0.71,15.32,-8.86,1.6307568391652345,1.0164305101832034,0.3104821119384766,0.27908433382300785,True,False,False,False,False,False,False,True,0.58263,0.13447,0.2829,0.7171,CANDIDATE,0.78699
K00115.03,9579641,,CANDIDATE,0.871,287.88733,46.276241,CANDIDATE,CANDIDATE,3.43591631,0.624,3.133,23.2,0.55,1272.0,617.61,8.7,5779.0,4.339,1.087,12.791,0.08,-0.07,251.11,-186.88,1.775786425343317,1.106866815808306,0.35593829170119745,0.3199445315288735,True,False,False,False,True,True,True,False,0.60955,0.04246,0.34799,0.65201,CANDIDATE,0.86899
