kepoi_name,kepid,kepler_name,koi_pdisposition,koi_score,ra,dec,koi_disposition,koi_disposition_2020,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_prad_err1,koi_prad_err2,koi_insol_err1,koi_insol_err2,seff_recent_venus,seff_runaway_greenhouse,seff_maximum_greenhouse,seff_early_mars,teff_in_range,hz_conservative,hz_optimistic,hz_conservative_possible,rocky,super_earth,sunlike_host,grazing,p_candidate,p_confirmed,p_false_positive,p_planet_like,model_verdict,p_planet_like_2020model
K01392.01,9040849,,FALSE POSITIVE,0.087,297.60529,45.36068,FALSE POSITIVE,FALSE POSITIVE,4.118775582,0.754,3.76,2647.7,4.48,1067.0,306.75,125.6,5944.0,4.579,0.802,15.797,1.15,-0.38,241.38,-84.39,1.811650681552175,1.1292317138018584,0.36615159991647805,0.3291250837498017,True,False,False,False,False,False,True,False,0.02792,0.41095,0.56113,0.43887,FALSE POSITIVE,0.67327
K01393.01,9202151,,CANDIDATE,1.0,283.55554,45.614262,CANDIDATE,CANDIDATE,1.694740233,0.671,1.6864,1446.8,2.12,797.0,95.14,92.3,3764.0,4.739,0.527,15.804,0.14,-0.15,21.52,-20.22,1.5063111649052592,0.93885937645201,0.2554878043303116,0.2296455104806191,True,False,False,False,False,False,False,False,0.07615,0.83425,0.0896,0.9104,CONFIRMED,0.96748
K01453.01,7842610,,FALSE POSITIVE,0.0,297.89658,43.563889,FALSE POSITIVE,FALSE POSITIVE,0.971933156,1.42,1.9265,4786.0,50.75,1754.0,2240.48,223.1,5592.0,4.445,0.931,15.289,12.87,-6.92,1725.09,-762.59,1.7368231017837932,1.0825696269329892,0.34447908734498367,0.30964404575804183,True,False,False,False,False,False,True,True,0.16496,0.01185,0.82319,0.17681,FALSE POSITIVE,0.1199
K01454.01,7830637,,FALSE POSITIVE,0.0,294.54739,43.533691,FALSE POSITIVE,FALSE POSITIVE,121.5991278,5.011,15.1596,10537.0,379.63,358.0,3.87,297.0,6036.0,4.551,0.847,14.6,106.7,-33.17,3.18,-1.01,1.8321048528491644,1.1419869901076234,0.37185299214696443,0.334249958009104,True,False,False,False,False,False,True,True,0.03215,0.01233,0.95552,0.04448,FALSE POSITIVE,0.04768
K01455.01,4760746,,CANDIDATE,0.0,295.4783,39.867722,CANDIDATE,FALSE POSITIVE,15.068060768,0.88,3.3011,19387.0,16.43,742.0,71.78,282.8,5982.0,4.493,0.96,15.95,4.62,-1.85,61.67,-23.51,1.8200658200444495,1.134479410224187,0.3685074177524391,0.33124268390873696,True,False,False,False,False,False,True,False,0.30011,0.04365,0.65625,0.34375,FALSE POSITIVE,0.05943
K01456.01,7832356,Kepler-855 b,CANDIDATE,1.0,295.095,43.537579,CONFIRMED,CONFIRMED,7.886632468,0.048,5.2147,6331.2,8.99,996.0,232.07,392.3,5847.0,4.304,1.135,15.014,2.64,-1.76,205.05,-100.77,1.7904208377988184,1.1159927885491814,0.36014121924767606,0.3237224657234113,True,False,False,False,False,False,True,False,0.04307,0.92543,0.0315,0.9685,CONFIRMED,0.97403
K01457.01,9643874,Kepler-856 b,CANDIDATE,1.0,289.60382,46.314949,CONFIRMED,CONFIRMED,8.027681123,0.495,3.0942,8725.4,8.43,824.0,109.35,461.5,5569.0,4.546,0.887,15.57,2.25,-0.75,90.48,-29.96,1.7321771054670112,1.0796724491061076,0.3430837234177496,0.30838977396364214,True,False,False,False,False,False,True,False,0.15952,0.75703,0.08345,0.91655,CONFIRMED,0.94911
K01274.01,8800954,Kepler-421 b,CANDIDATE,,283.25681,45.08778,CONFIRMED,CONFIRMED,704.962626,0.8495,18.003,2319.1,4.53,178.0,0.24,96.1,5305.0,4.489,0.818,13.354,0.35,-0.36,0.06,-0.05,1.6815249527589842,1.0480869582144532,0.32738521645410157,0.2942785564011328,True,False,False,False,False,False,False,False,0.47921,0.16779,0.353,0.647,CANDIDATE,0.91055
K01275.01,8583696,Kepler-803 b,CANDIDATE,0.936,299.22162,44.693871,CONFIRMED,CONFIRMED,50.28635977,0.018,6.3212,1119.3,3.88,543.0,20.59,99.5,5900.0,4.309,1.167,13.672,0.62,-0.56,9.07,-6.66,1.8019730928460802,1.1231967633638398,0.36342400945279996,0.32667330421990404,True,False,False,False,False,False,True,False,0.0333,0.9667,0.0,1.0,CONFIRMED,0.98195
K01276.01,8804283,Kepler-1991 c,CANDIDATE,1.0,285.0361,45.07106,CONFIRMED,CANDIDATE,22.79020351,0.036,5.0394,617.9,2.57,634.0,38.27,47.7,5478.0,4.354,1.053,14.766,0.36,-0.36,14.48,-11.44,1.714144116807259,1.0684273931097352,0.3376018914708231,0.30346222939859735,True,False,False,False,False,False,False,False,0.07019,0.92981,0.0,1.0,CONFIRMED,0.98376
K01276.02,8804283,Kepler-1991 b,CANDIDATE,1.0,285.0361,45.07106,CONFIRMED,CANDIDATE,13.26079792,0.22,3.912,199.4,1.47,760.0,78.79,17.6,5478.0,4.354,1.053,14.766,0.2,-0.21,29.8,-23.55,1.714144116807259,1.0684273931097352,0.3376018914708231,0.30346222939859735,True,False,False,False,True,True,False,False,0.08428,0.88072,0.035,0.965,CONFIRMED,0.97296
K01277.01,8552565,,FALSE POSITIVE,0.0,288.90253,44.632992,FALSE POSITIVE,FALSE POSITIVE,1.061932545,0.713,2.1429,133.6,2.29,2508.0,9391.15,80.2,6134.0,3.975,1.851,12.953,0.48,-0.71,5840.09,-5394.87,1.854149118654266,1.1557339098170663,0.37790750229125825,0.3396922468944261,True,False,False,False,False,False,True,False,0.03298,0.15921,0.8078,0.1922,FALSE POSITIVE,0.17239
K01335.01,4155328,Kepler-820 b,CANDIDATE,1.0,291.02014,39.22068,CONFIRMED,CONFIRMED,127.8334997,0.416,10.914,1829.9,9.46,554.0,22.21,76.9,6505.0,3.973,2.17,13.968,1.56,-2.14,9.24,-9.6,1.9382424763839845,1.2081753780894533,0.40025954639160155,0.3597841904886328,True,False,False,False,False,False,False,False,0.42048,0.47508,0.10444,0.89556,CONFIRMED,0.95817
K01336.01,4077526,Kepler-58 b,CANDIDATE,1.0,296.35867,39.115189,CONFIRMED,CONFIRMED,10.21864532,0.416,3.802,445.3,2.33,920.0,169.13,26.6,6100.0,4.376,1.083,14.82,0.75,-0.33,166.28,-60.31,1.8464768478412803,1.15094943545344,0.3758104373248,0.337807232753664,True,False,False,False,False,False,True,False,0.0612,0.79146,0.14734,0.85266,CONFIRMED,0.96714
K01336.02,4077526,Kepler-58 c,CANDIDATE,1.0,296.35867,39.115189,CONFIRMED,CONFIRMED,15.573637,0.946,5.326,468.1,2.94,799.0,96.38,24.7,6100.0,4.376,1.083,14.82,0.95,-0.41,94.75,-34.37,1.8464768478412803,1.15094943545344,0.3758104373248,0.337807232753664,True,False,False,False,False,False,True,False,0.06618,0.85595,0.07787,0.92213,CONFIRMED,0.96638
K01336.03,4077526,Kepler-58 d,CANDIDATE,1.0,296.35867,39.115189,CONFIRMED,CONFIRMED,40.1015561,0.868,5.246,550.0,2.92,583.0,27.31,19.0,6100.0,4.376,1.083,14.82,0.95,-0.4,26.84,-9.74,1.8464768478412803,1.15094943545344,0.3758104373248,0.337807232753664,True,False,False,False,False,False,True,False,0.07164,0.87403,0.05433,0.94567,CONFIRMED,0.95737
K01336.04,4077526,Kepler-58 e,CANDIDATE,1.0,296.35867,39.115189,CONFIRMED,CANDIDATE,4.45814897,0.754,2.867,188.1,1.61,1212.0,511.6,14.3,6100.0,4.376,1.083,14.82,0.52,-0.22,502.96,-182.45,1.8464768478412803,1.15094943545344,0.3758104373248,0.337807232753664,True,False,False,False,False,True,True,False,0.08583,0.579,0.33517,0.66483,CONFIRMED,0.80413
K01394.01,8937021,,FALSE POSITIVE,0.0,284.79102,45.228989,FALSE POSITIVE,FALSE POSITIVE,5.663621501,0.169,1.2968,1225.0,2.47,774.0,84.76,39.8,4917.0,4.601,0.723,15.444,0.24,-0.19,29.76,-20.31,1.617371590954211,1.0080845092081259,0.3057551217797822,0.27483517916284783,True,False,False,False,False,False,False,False,0.16851,0.79971,0.03178,0.96822,CONFIRMED,0.97031
K01395.01,8935810,Kepler-1747 b,CANDIDATE,1.0,284.20966,45.25808,CONFIRMED,CANDIDATE,6.230335,0.808,1.6493,1449.2,3.7,875.0,138.33,31.6,5477.0,4.557,0.865,15.977,0.74,-0.31,87.09,-37.97,1.7139491551416266,1.068305819007735,0.3375420249445878,0.30340841611297575,True,False,False,False,False,False,False,False,0.26872,0.66453,0.06675,0.93325,CONFIRMED,0.97923
K00166.01,2441495,Kepler-479 b,CANDIDATE,1.0,291.02185,37.769791,CONFIRMED,CONFIRMED,12.49340725,0.594,2.2614,715.7,2.2,649.0,42.08,76.2,5207.0,4.561,0.795,13.575,0.17,-0.1,10.56,-6.76,1.6640958423062897,1.0372188414820787,0.3217392219691416,0.289203394361812,True,False,False,False,False,False,False,False,0.03155,0.91868,0.04976,0.95024,CONFIRMED,0.98854
K01396.01,9455556,Kepler-294 c,CANDIDATE,1.0,287.392,46.059311,CONFIRMED,CONFIRMED,6.62643441,0.111,3.1752,814.6,2.54,895.0,151.59,40.6,5616.0,4.529,0.903,15.843,0.31,-0.12,49.33,-22.13,1.741707389100335,1.0856154060473622,0.34593893231430206,0.3109562778559138,True,False,False,False,False,False,True,False,0.03146,0.88777,0.08077,0.91923,CONFIRMED,0.96899
K01396.02,9455556,Kepler-294 b,CANDIDATE,0.992,287.392,46.059311,CONFIRMED,CONFIRMED,3.70122061,0.178,2.523,327.4,1.62,1087.0,330.02,19.6,5616.0,4.529,0.903,15.843,0.19,-0.08,107.38,-48.19,1.741707389100335,1.0856154060473622,0.34593893231430206,0.3109562778559138,True,False,False,False,False,True,True,False,0.03748,0.86695,0.09556,0.90444,CONFIRMED,0.91822
K01397.01,9427402,,CANDIDATE,1.0,299.6777,45.972328,CANDIDATE,CANDIDATE,6.247030799,0.039,1.4848,1496.6,1.89,512.0,16.23,44.8,3821.0,4.764,0.487,15.369,0.15,-0.19,4.25,-4.11,1.5092940646895943,0.9407168726633954,0.2574583649889402,0.23141725398716195,True,False,False,False,False,True,False,False,0.03222,0.93797,0.02982,0.97018,CONFIRMED,0.98946
K01207.01,3732821,Kepler-790 b,CANDIDATE,1.0,286.91711,38.872219,CONFIRMED,CONFIRMED,13.73474071,0.941,2.769,746.4,2.71,634.0,38.11,31.0,5196.0,4.524,0.772,15.187,0.31,-0.31,15.01,-11.24,1.662189341629944,1.0360300324910243,0.32111259223610367,0.28864011775461335,True,False,False,False,False,False,False,False,0.08011,0.85915,0.06075,0.93925,CONFIRMED,0.94115
K01208.01,3962440,,CANDIDATE,,293.61877,39.022572,CANDIDATE,CANDIDATE,700.00298217,0.143,7.6525,3245.9,6.43,238.0,0.76,60.3,6487.0,4.397,1.118,13.594,3.55,-0.68,1.27,-0.23,1.9341953947496255,1.2056515646741273,0.39920827118067437,0.35883920804829245,True,True,True,True,False,False,True,False,0.58013,0.22176,0.19811,0.80189,CANDIDATE,0.9406
K01209.01,3534076,,CANDIDATE,,288.31436,38.693291,CANDIDATE,CANDIDATE,272.0868353,0.3629,2.7145,5572.0,5.95,251.0,0.93,21.5,5587.0,4.548,0.791,15.166,2.67,-0.53,1.33,-0.25,1.735810178358901,1.081937981646226,0.3441754358817254,0.3093710980535807,True,True,True,True,False,False,True,False,0.47422,0.18829,0.33749,0.66251,CANDIDATE,0.82799
K01210.01,3962357,Kepler-791 b,CANDIDATE,1.0,293.59583,39.02948,CONFIRMED,CONFIRMED,14.55387488,0.955,6.973,319.7,3.45,939.0,183.48,26.8,6143.0,4.177,1.507,14.377,0.62,-0.63,84.88,-67.13,1.856183611146149,1.1570026326357878,0.3784618266447252,0.34019051926946525,True,False,False,False,False,False,True,False,0.08428,0.88072,0.035,0.965,CONFIRMED,0.94014
K00016.01,9110357,,FALSE POSITIVE,0.0,298.34421,45.40992,FALSE POSITIVE,FALSE POSITIVE,0.895277575,0.928,2.711,534.5,9.27,4253.0,77480.31,132.1,8040.0,3.707,3.325,13.574,2.27,-4.56,56723.64,-60586.17,,,,,False,False,False,False,False,False,False,False,0.07163,0.04388,0.88449,0.11551,FALSE POSITIVE,0.14483
K00152.04,8394721,Kepler-79 e,CANDIDATE,0.976,300.51712,44.38158,CONFIRMED,CONFIRMED,81.0637895,0.584,3.001,476.0,3.01,511.0,16.12,19.4,6198.0,4.237,1.324,13.914,0.56,-0.46,8.24,-5.53,1.8686431909310428,1.164772516989848,0.38184087697339586,0.34322788947222027,True,False,False,False,False,False,True,False,0.23596,0.69813,0.06591,0.93409,CONFIRMED,0.94513
K01278.01,8609450,Kepler-282 d,CANDIDATE,1.0,284.67728,44.79768,CONFIRMED,CONFIRMED,24.8056775,0.007,6.148,624.4,2.16,588.0,28.22,39.4,5600.0,4.455,0.872,15.204,0.22,-0.22,8.8,-6.99,1.7384471231332799,1.0835823451694402,0.3449652806948,0.31008107753326397,True,False,False,False,False,False,True,False,0.06816,0.90293,0.02891,0.97109,CONFIRMED,0.98219
K00157.01,6541920,Kepler-11 c,CANDIDATE,1.0,297.11511,41.909142,CONFIRMED,CONFIRMED,13.02493307,0.004,4.5706,778.4,2.88,786.0,90.1,119.3,5657.0,4.364,1.046,13.709,0.19,-0.18,20.51,-16.81,1.7501344954565128,1.0908704563029321,0.34844118249036365,0.3132055102906622,True,False,False,False,False,False,True,False,0.03265,0.93733,0.03001,0.96999,CONFIRMED,0.99125
K01278.02,8609450,Kepler-282 e,CANDIDATE,1.0,284.67728,44.79768,CONFIRMED,CONFIRMED,44.3471936,0.273,6.43,791.7,2.45,484.0,13.0,40.5,5600.0,4.455,0.872,15.204,0.25,-0.25,4.05,-3.22,1.7384471231332799,1.0835823451694402,0.3449652806948,0.31008107753326397,True,False,False,False,False,False,True,False,0.03243,0.93776,0.02981,0.97019,CONFIRMED,0.9896
K01278.03,8609450,Kepler-282 b,CANDIDATE,0.896,284.67728,44.79768,CONFIRMED,CONFIRMED,9.2207691,0.037,4.907,140.0,1.02,817.0,105.63,13.2,5600.0,4.455,0.872,15.204,0.11,-0.1,32.94,-26.19,1.7384471231332799,1.0835823451694402,0.3449652806948,0.31008107753326397,True,False,False,False,True,True,True,False,0.30761,0.49262,0.19977,0.80023,CONFIRMED,0.87029
K01278.04,8609450,Kepler-282 c,CANDIDATE,0.992,284.67728,44.79768,CONFIRMED,CONFIRMED,13.6396648,0.105,5.425,162.7,1.1,717.0,62.6,13.3,5600.0,4.455,0.872,15.204,0.11,-0.11,19.52,-15.52,1.7384471231332799,1.0835823451694402,0.3449652806948,0.31008107753326397,True,False,False,False,True,True,True,False,0.18747,0.56223,0.25031,0.74969,CONFIRMED,0.90624
K01337.01,4243911,Kepler-821 b,CANDIDATE,1.0,285.61746,39.379532,CONFIRMED,CONFIRMED,1.922799706,0.036,1.8604,259.7,1.28,1215.0,514.44,30.1,5194.0,4.559,0.815,14.829,0.11,-0.05,122.17,-70.37,1.6618438042686288,1.0358145710157003,0.320998819273943,0.28853784735764193,True,False,False,False,True,True,False,False,0.02903,0.67616,0.29481,0.70519,CONFIRMED,0.8804
K01603.01,5177104,Kepler-904 b,CANDIDATE,1.0,288.82291,40.38905,CONFIRMED,CONFIRMED,3.02168007,0.349,2.8264,171.9,1.31,1332.0,744.35,32.9,6201.0,4.472,0.989,14.429,0.39,-0.12,644.05,-215.39,1.869323906319145,1.1651970164735235,0.3820247218672868,0.34339314456723624,True,False,False,False,True,True,True,False,0.02612,0.53132,0.44256,0.55744,CONFIRMED,0.88478
K01338.01,4466677,Kepler-822 b,CANDIDATE,1.0,292.27612,39.550179,CONFIRMED,CONFIRMED,3.222975318,0.33,2.9247,232.7,1.47,1239.0,558.65,31.3,5823.0,4.427,0.96,14.609,0.4,-0.21,446.54,-197.63,1.7852305655487335,1.1127561470541392,0.35865641343263244,0.3223878013577209,True,False,False,False,True,True,True,False,0.03305,0.7697,0.19725,0.80275,CONFIRMED,0.94246
K01338.02,4466677,,CANDIDATE,0.999,292.27612,39.550179,CANDIDATE,CANDIDATE,42.0370662,0.672,6.282,266.8,1.66,527.0,18.16,14.7,5823.0,4.427,0.96,14.609,0.45,-0.24,14.52,-6.42,1.7852305655487335,1.1127561470541392,0.35865641343263244,0.3223878013577209,True,False,False,False,False,True,True,False,0.32169,0.55809,0.12021,0.87979,CONFIRMED,0.90126
K01338.03,4466677,,CANDIDATE,0.754,292.27612,39.550179,CANDIDATE,CANDIDATE,21.0112068,0.853,4.507,163.6,1.4,663.0,45.79,10.2,5823.0,4.427,0.96,14.609,0.38,-0.2,36.61,-16.2,1.7852305655487335,1.1127561470541392,0.35865641343263244,0.3223878013577209,True,False,False,False,True,True,True,False,0.71572,0.18558,0.09871,0.90129,CANDIDATE,0.91109
K01339.01,4135665,Kepler-823 b,CANDIDATE,1.0,284.58255,39.220211,CONFIRMED,CONFIRMED,4.16811839,0.709,2.8084,263.0,2.28,1277.0,628.73,26.7,5689.0,4.202,1.313,14.801,0.35,-0.44,256.92,-238.49,1.7567819829190656,1.0950157680496182,0.3504008228275173,0.31496699820614105,True,False,False,False,False,False,True,False,0.03723,0.86718,0.09559,0.90441,CONFIRMED,0.96624
K01398.01,9269281,Kepler-1748 b,CANDIDATE,1.0,285.96786,45.739071,CONFIRMED,CANDIDATE,5.82348911,0.877,2.2441,888.7,3.0,955.0,196.33,38.1,5774.0,4.526,0.864,15.898,0.87,-0.28,170.06,-55.9,1.7747193147531064,1.1062013705920253,0.35562980181804543,0.3196672355561346,True,False,False,False,False,False,True,False,0.06459,0.8594,0.076,0.924,CONFIRMED,0.97248
K01399.01,9100484,,CANDIDATE,1.0,295.76083,45.45739,CANDIDATE,CANDIDATE,8.75059775,0.33,2.8288,881.9,2.27,682.0,51.0,28.3,4942.0,4.599,0.779,15.92,0.23,-0.13,20.05,-11.97,1.621102325276785,1.0104106848081562,0.30708646161214465,0.2760319414414609,True,False,False,False,False,False,False,False,0.0323,0.9378,0.0299,0.9701,CONFIRMED,0.97743
K01400.01,9157908,,FALSE POSITIVE,0.0,293.17416,45.521229,FALSE POSITIVE,FALSE POSITIVE,9.41475056,1.148,4.736,483.4,19.33,962.0,202.58,55.2,6406.0,4.436,1.033,13.66,6.22,-2.07,187.35,-60.97,1.9158966352140125,1.194240231474597,0.39442573658289987,0.35454023693620873,True,False,False,False,False,False,True,True,0.07759,0.01254,0.90987,0.09013,FALSE POSITIVE,0.03252
K01401.01,9030447,,FALSE POSITIVE,,294.79001,45.391621,FALSE POSITIVE,FALSE POSITIVE,0.56669006,0.7102,2.1674,104.6,1.52,2955.0,18023.71,53.8,6899.0,4.273,1.386,13.44,0.97,-0.24,35863.57,-7051.64,2.0232162697468747,1.2611664099899105,0.421824615358287,0.3791690921141866,True,False,False,False,True,True,False,False,0.03587,0.02511,0.93902,0.06098,FALSE POSITIVE,0.06459
K01402.01,9034103,Kepler-832 b,CANDIDATE,1.0,295.92609,45.383862,CONFIRMED,CONFIRMED,7.13969705,0.027,3.981,512.9,2.24,965.0,205.23,27.8,6014.0,4.486,0.993,15.906,0.65,-0.26,180.35,-65.83,1.8271894161128168,1.138921705631644,0.3704904685136166,0.3330252109620945,True,False,False,False,False,False,True,False,0.03109,0.88909,0.07982,0.92018,CONFIRMED,0.95514
K01403.01,9214942,Kepler-833 b,CANDIDATE,1.0,290.47995,45.6007,CONFIRMED,CONFIRMED,18.75470238,0.034,3.0331,995.3,1.67,382.0,5.03,33.2,3976.0,4.721,0.54,15.473,0.13,-0.18,1.8,-1.69,1.5185002113977097,0.9464513096023729,0.26307190201803327,0.23646425433715684,True,False,False,False,False,True,False,False,0.11416,0.85807,0.02777,0.97223,CONFIRMED,0.9883
K06277.01,2557430,,FALSE POSITIVE,0.0,286.84528,37.815891,FALSE POSITIVE,FALSE POSITIVE,0.648868342,1.172,2.82428,34769.5,72.32,2882.0,16368.52,477.0,6531.0,4.12,1.524,11.471,19.98,-19.98,12757.78,-8691.6,1.944072716041261,1.211811194294522,0.40176998447544143,0.3611419119607847,True,False,False,False,False,False,False,True,0.0145,0.00212,0.98338,0.01662,FALSE POSITIVE,0.03017
K01211.01,3858704,,FALSE POSITIVE,0.001,293.64841,38.976021,FALSE POSITIVE,FALSE POSITIVE,3.00363219,0.727,3.732,101.2,1.43,1571.0,1441.44,38.5,6309.0,4.217,1.32,12.476,0.24,-0.24,643.09,-494.12,1.8938684053671049,1.1805031871216103,0.38860268287068384,0.34930597058628976,True,False,False,False,True,True,True,False,0.05005,0.44172,0.50823,0.49177,FALSE POSITIVE,0.73019
K01212.01,3749134,Kepler-792 b,CANDIDATE,0.997,292.00681,38.820728,CONFIRMED,CONFIRMED,11.30123036,0.117,4.022,277.1,1.85,852.0,124.42,18.5,5730.0,4.34,1.122,14.981,0.28,-0.23,49.34,-33.76,1.76538497064375,1.1003805264312498,0.35291914126562496,0.3172306711181251,True,False,False,False,False,True,True,False,0.07576,0.92424,0.0,1.0,CONFIRMED,0.96429
K01213.01,3556220,,FALSE POSITIVE,0.0,294.35049,38.602131,FALSE POSITIVE,FALSE POSITIVE,0.796722833,0.601,2.4551,107.1,1.44,2401.0,7844.64,43.9,5959.0,4.121,1.334,13.379,0.22,-0.35,3082.65,-3558.35,1.8149664243547856,1.1312994161893979,0.36708158166006083,0.3299610267595853,True,False,False,False,True,True,True,False,0.03183,0.15365,0.81451,0.18549,FALSE POSITIVE,0.12375
K01214.01,3660924,Kepler-793 b,CANDIDATE,1.0,295.21664,38.77433,CONFIRMED,CONFIRMED,4.24153629,0.257,2.971,188.1,1.44,1177.0,452.95,18.0,5776.0,4.34,1.047,14.621,0.39,-0.28,368.97,-190.84,1.7751460061316873,1.1064674533312178,0.35575318737252926,0.3197781445998077,True,False,False,False,True,True,True,False,0.03875,0.89622,0.06504,0.93496,CONFIRMED,0.9311
K01215.01,3939150,Kepler-277 b,CANDIDATE,1.0,286.58316,39.077202,CONFIRMED,CONFIRMED,17.32419108,0.764,8.045,241.3,3.14,964.0,204.1,49.1,5968.0,3.972,1.857,13.42,0.45,-0.76,84.23,-95.49,1.8169596877217136,1.1325424190630373,0.3676395480228717,0.3304625721833859,True,False,False,False,False,False,True,False,0.03146,0.88777,0.08077,0.91923,CONFIRMED,0.96786
K01279.01,8628758,Kepler-804 b,CANDIDATE,1.0,293.37225,44.785141,CONFIRMED,CONFIRMED,14.37457572,0.035,4.7892,335.8,1.94,779.0,87.24,55.2,5768.0,4.358,1.067,13.749,0.29,-0.24,37.61,-25.3,1.7734404704727407,1.1054038895161826,0.3552597300265836,0.3193345846998812,True,False,False,False,False,True,True,False,0.03222,0.93797,0.02982,0.97018,CONFIRMED,0.98334
K01279.02,8628758,Kepler-804 c,CANDIDATE,0.971,293.37225,44.785141,CONFIRMED,CONFIRMED,9.65188331,0.122,4.296,103.2,1.08,890.0,148.32,19.8,5768.0,4.358,1.067,13.749,0.16,-0.14,63.94,-43.02,1.7734404704727407,1.1054038895161826,0.3552597300265836,0.3193345846998812,True,False,False,False,True,True,True,False,0.03369,0.90976,0.05655,0.94345,CONFIRMED,0.9616
K01280.01,8509361,,FALSE POSITIVE,0.0,296.71735,44.579659,FALSE POSITIVE,FALSE POSITIVE,6.0990118,0.688,3.6112,227.5,3.16,1374.0,842.53,39.3,5743.0,3.881,1.971,13.951,0.72,-1.57,591.02,-650.6,1.7681321456636832,1.1020936474061191,0.3537192155054492,0.3179498437315799,True,False,False,False,False,False,True,False,0.05518,0.83289,0.11193,0.88807,CONFIRMED,0.93323
K01281.01,8742590,Kepler-1742 b,CANDIDATE,0.989,286.96683,44.992489,CONFIRMED,CANDIDATE,49.4781446,0.048,2.493,496.6,1.88,462.0,10.73,20.4,5776.0,4.554,0.849,14.427,0.52,-0.17,8.53,-2.82,1.7751460061316873,1.1064674533312178,0.35575318737252926,0.3197781445998077,True,False,False,False,False,True,True,False,0.12991,0.81624,0.05385,0.94615,CONFIRMED,0.94486
K01282.01,8822366,Kepler-805 b,CANDIDATE,0.998,293.22995,45.05331,CONFIRMED,CONFIRMED,30.8639476,0.907,8.864,256.5,3.01,743.0,72.05,63.0,5977.0,4.08,1.571,12.547,0.16,-0.13,12.48,-9.15,1.8189557310907645,1.1337871560877093,0.3681974781069428,0.33096408500600516,True,False,False,False,False,False,True,False,0.03068,0.89056,0.07876,0.92124,CONFIRMED,0.96963
K00159.02,8972058,Kepler-115 b,CANDIDATE,1.0,297.71185,45.261921,CONFIRMED,CONFIRMED,2.403640701,0.918,1.4012,74.9,1.24,1489.0,1164.85,16.3,5881.0,4.315,1.171,13.431,0.2,-0.17,539.01,-365.22,1.797817945445618,1.1206056151186576,0.3622466783817284,0.3256150234962591,True,False,False,False,True,True,True,False,0.06685,0.73238,0.20077,0.79923,CONFIRMED,0.83819
K01340.01,4386059,,FALSE POSITIVE,0.0,296.43408,39.444069,FALSE POSITIVE,FALSE POSITIVE,2.90060781,0.47,2.563,124.8,1.58,1645.0,1727.31,20.6,6547.0,4.241,1.371,13.887,0.47,-0.32,1549.16,-787.8,1.9476505191133673,1.2140423617531328,0.40269454883498296,0.36197299678443523,True,False,False,False,True,True,False,False,0.01552,0.275,0.70948,0.29052,FALSE POSITIVE,0.51667
K01341.01,4650674,Kepler-824 b,CANDIDATE,1.0,290.47742,39.73201,CONFIRMED,CONFIRMED,4.51436096,0.118,3.0083,230.7,1.84,1231.0,543.73,28.4,5940.0,4.306,1.215,14.946,0.31,-0.24,237.3,-151.46,1.81076785963008,1.12868118493184,0.3659036044288,0.3289021652951041,True,False,False,False,False,True,True,False,0.03344,0.96656,0.0,1.0,CONFIRMED,0.98379
K01342.01,4275721,Kepler-825 b,CANDIDATE,0.808,294.7699,39.39851,CONFIRMED,CONFIRMED,3.77359871,0.0,2.7282,176.0,1.29,1270.0,614.52,25.6,6224.0,4.404,0.969,14.207,0.33,-0.19,455.61,-223.55,1.8745456193251897,1.1684533193003084,0.38343239525507644,0.3446584789102733,True,False,False,False,True,True,True,False,0.03235,0.91297,0.05468,0.94532,CONFIRMED,0.95805
K01342.02,4275721,Kepler-825 c,CANDIDATE,1.0,294.7699,39.39851,CONFIRMED,CONFIRMED,8.18182189,0.655,2.4566,299.6,1.77,981.0,218.9,27.4,6224.0,4.404,0.969,14.207,0.45,-0.26,162.3,-79.63,1.8745456193251897,1.1684533193003084,0.38343239525507644,0.3446584789102733,True,False,False,False,False,True,True,False,0.06813,0.72726,0.20461,0.79539,CONFIRMED,0.90002
K01404.01,8874090,Kepler-834 b,CANDIDATE,0.999,287.05453,45.18037,CONFIRMED,CONFIRMED,13.32389352,0.073,3.2208,781.3,1.26,378.0,4.83,25.9,3751.0,4.813,0.45,15.931,0.23,-0.31,3.64,-2.66,1.505658947811167,0.9384532751607804,0.2550452033727728,0.2292475605365443,True,False,False,False,True,True,False,False,0.0294,0.89563,0.07496,0.92504,CONFIRMED,0.98445
K00167.01,11666881,Kepler-480 b,CANDIDATE,1.0,294.4639,49.765041,CONFIRMED,CONFIRMED,4.919584997,0.243,4.1988,425.7,2.86,1312.0,702.13,132.0,6236.0,4.246,1.378,13.273,0.5,-0.36,337.95,-208.32,1.8772717260847225,1.1701533426957067,0.38416549991502846,0.3453174548076499,True,False,False,False,False,False,True,False,0.03017,0.91918,0.05065,0.94935,CONFIRMED,0.98297
K01405.01,9264949,Kepler-835 b,CANDIDATE,0.996,283.57422,45.734798,CONFIRMED,CONFIRMED,11.41911886,0.947,5.135,509.2,3.32,921.0,170.33,23.7,6311.0,4.398,1.172,15.965,1.0,-0.42,150.95,-59.64,1.8943231668227813,1.180786780941711,0.38872364872130405,0.3494147050406995,True,False,False,False,False,False,True,False,0.02646,0.63246,0.34108,0.65892,CONFIRMED,0.77074
